"","OccurrenceID","GUID","Herbarium","Collection","Dataset","Accession","Catalog","Barcode","Other.Catalog.Numbers","Information.Withheld","Basis.of.Record","Family","Accepted.Name","Scientific.Name","Notho.Genus","Genus","Notho.Species","Specific.Epithet","Specific.Authors","Infraspecific.Rank","Notho.Infraspecies","Infraspecific.Epithet","Infraspecific.Authors","Hybrid.Symbol","X2nd.Notho.Genus","X2nd.Genus","X2nd.Notho.Species","X2nd.Specific.Epithet","X2nd.Specific.Authors","X2nd.Infraspecific.Rank","X2nd.Notho.Infraspecies","X2nd.Infraspecific.Epithet","X2nd.Infraspecific.Authors","Cultivar","Name.Qualifier","Qualifier.Position","Type.Specimen.","Type.Status","Specimen.Notes","Phenology","Origin","Cultivated.","Imaged.","Site.Number","Collector","Collector.Number","Other.Collectors","Day.Collected","Month.Collected","Year.Collected","Verbatim.Collection.Date","Country","State.or.Province","County","Locality","Site.Description","Verbatim.Elevation","Minimum.Elevation.in.Meters","Maximum.Elevation.in.Meters","Verbatim.Coordinates","Decimal.Latitude","Decimal.Longitude","Valid.LatLng","Geodetic.Datum","Coordinate.Uncertainty.in.Meters","Georeferenced.By","Georeference.Sources","Georeference.Remarks"
"169",829232,"RBCM:Botany:V170787","V","Vascular Plants",NA,"","V170787","","","","PreservedSpecimen","Saxifragaceae","Micranthes ferruginea","Micranthes ferruginea",NA,"Micranthes","","ferruginea",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 80%, Aspect: 80 E. Found with Heuchera micrantha & Woodsia oreagana.","","","N","N",NA,"Harvey Janszen","2771","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: At old fire lookout tower on N peak of Pocahontas Ridge.","","440 m",440,NA,"","49.7",-124.433333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"170",829233,"RBCM:Botany:V170788","V","Vascular Plants",NA,"","V170788","","","","PreservedSpecimen","Papaveraceae","Dicentra formosa","Dicentra formosa",NA,"Dicentra","","formosa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 80%, Aspect: 30 N. Found with Senicio macounii and Digitalis purpurea. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2770","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: At old fire lookout tower on N peak of Pocahontas Ridge.","","460 m",460,NA,"","49.7",-124.433333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"171",829234,"RBCM:Botany:V170789","V","Vascular Plants",NA,"","V170789","","","","PreservedSpecimen","Juncaceae","Juncus falcatus","Juncus falcatus",NA,"Juncus","","falcatus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 320 N. Found with Juncus bufonius, J. ensifolius, Botyrichium multifidum, & Ophioglossum pusillum. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2769","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: E road to Pocahontas Ridge.","","410 m",410,NA,"","49.7",-124.433333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"172",829235,"RBCM:Botany:V170790","V","Vascular Plants",NA,"","V170790","","","","PreservedSpecimen","Violaceae","Viola sempervirens","Viola sempervirens",NA,"Viola","","sempervirens",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 10%, Aspect: 200 S. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2766B","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: E road to Pocahontas Ridge.","","355 m",355,NA,"","49.7",-124.433333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"173",829236,"RBCM:Botany:V170791","V","Vascular Plants",NA,"","V170791","","","","PreservedSpecimen","Plantaginaceae","Veronica americana","Veronica americana",NA,"Veronica","","americana",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 10%, Aspect: 200 S. Also with Juncus falcatus , J.bufonius, & Hypericum anagaloides. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2767","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: E road to Pocahontas Ridge.","","355 m",355,NA,"","49.7",-124.433333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"174",829237,"RBCM:Botany:V170792","V","Vascular Plants",NA,"","V170792","","","","PreservedSpecimen","Lycopodiaceae","Lycopodium clavatum","Lycopodium clavatum",NA,"Lycopodium","","clavatum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 10%, Aspect: 200 S. Also with Pinus monticola & Hylocomium splendens. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2768","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: E road to Pocahontas Ridge.","","355 m",355,NA,"","49.7",-124.433333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"175",829238,"RBCM:Botany:V170793","V","Vascular Plants",NA,"","V170793","","","","PreservedSpecimen","Ericaceae","Chimaphila menziesii","Chimaphila menziesii",NA,"Chimaphila","","menziesii",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 140 SE. Also with Pinus monticola & Hylocomium splendens. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2766A","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: E road to Pocahontas Ridge.","","310 m",310,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"176",829239,"RBCM:Botany:V170794","V","Vascular Plants",NA,"","V170794","","","","PreservedSpecimen","Orchidaceae","Neottia banksiana","Listera caurina",NA,"Listera","","caurina",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 140 SE. Also with Pinus monticola & Hylocomium splendens. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2765","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: E road to Pocahontas Ridge.","","310 m",310,NA,"","49.7",-124.433333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"177",829240,"RBCM:Botany:V170795","V","Vascular Plants",NA,"","V170795","","","","PreservedSpecimen","Ericaceae","Monotropa hypopitys","Hypopitys monotropa",NA,"Hypopitys","","monotropa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 140 SE. Also with Pinus monticola & Hylocomium splendens. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2764","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: E road to Pocahontas Ridge.","","310 m",310,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"178",829241,"RBCM:Botany:V170796","V","Vascular Plants",NA,"","V170796","","","","PreservedSpecimen","Ericaceae","Pyrola aphylla","Pyrola aphylla",NA,"Pyrola","","aphylla",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 140 SE. Also with Pinus monticola & Hylocomium splendens. Conservation Status:CDC: Blue.","","","N","N",NA,"Harvey Janszen","2763","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: E road to Pocahontas Ridge.","","310 m",310,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"179",829242,"RBCM:Botany:V170797","V","Vascular Plants",NA,"","V170797","","","","PreservedSpecimen","Plantaginaceae","Linaria vulgaris","Linaria vulgaris",NA,"Linaria","","vulgaris",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 5%, Aspect: 220 S. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2762","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: Central Road.","","100 m",100,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"180",829243,"RBCM:Botany:V170798","V","Vascular Plants",NA,"","V170798","","","","PreservedSpecimen","Juncaceae","Juncus ensifolius","Juncus ensifolius",NA,"Juncus","","ensifolius",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 80 SE. Also with Circae alpina, Tallima grandiflora & Poa sp. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2761","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: Raven Bay Road.","","30 m",30,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"181",829244,"RBCM:Botany:V170799","V","Vascular Plants",NA,"","V170799","","","","PreservedSpecimen","Rosaceae","Potentilla recta","Potentilla recta",NA,"Potentilla","","recta",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"3 plants. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2760","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","","","1 m",1,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"182",829245,"RBCM:Botany:V170800","V","Vascular Plants",NA,"","V170800","","","","PreservedSpecimen","Fabaceae","Vicia nigricans var. gigantea","Vicia nigricans var. gigantea",NA,"Vicia","","nigricans",NA,"var.",NA,"gigantea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"","","","N","N",NA,"Harvey Janszen","2759","Pam Janszen; Marie Fontaine",22,7,1997,"22/07/1997","Canada","British Columbia","Gulf Islands","","","1 m",1,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"183",829246,"RBCM:Botany:V170801","V","Vascular Plants",NA,"","V170801","","","","PreservedSpecimen","Poaceae","Glyceria striata","Glyceria striata",NA,"Glyceria","","striata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 80 SE. 30 plants growing with Luzula parviflora. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2758B","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","","","30 m",30,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia",""
"184",829247,"RBCM:Botany:V170802","V","Vascular Plants",NA,"","V170802","","","","PreservedSpecimen","Juncaceae","Luzula parviflora","Luzula parviflora ssp. fastigiata",NA,"Luzula","","parviflora",NA,"ssp.",NA,"fastigiata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 80 E. 20 plants growing with Glyceria striata. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2758A","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: Raven Bay Road.","","30 m",30,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"185",829248,"RBCM:Botany:V170803","V","Vascular Plants",NA,"","V170803","","","","PreservedSpecimen","Dryopteridaceae","Dryopteris expansa","Dryopteris expansa",NA,"Dryopteris","","expansa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 80 E. Also with Circae alpina, Luzula parviflora & Tellima grandiflora. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2757B","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: Raven Bay Road.","","30 m",30,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"186",829249,"RBCM:Botany:V170804","V","Vascular Plants",NA,"","V170804","","","","PreservedSpecimen","Onagraceae","Circaea alpina ssp. pacifica","Circaea alpina ssp. pacifica",NA,"Circaea","","alpina",NA,"ssp.",NA,"pacifica",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 15%, Aspect: 80 E. Also with Dryopteris expansia, Luzula parviflora & Tellima grandiflora. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2757A","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island: Raven Bay Road.","","30 m",30,NA,"","49.733333",-124.5,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"187",829250,"RBCM:Botany:V170805","V","Vascular Plants",NA,"","V170805","","","","PreservedSpecimen","Geraniaceae","Erodium cicutarium","Erodium cicutarium",NA,"Erodium","","cicutarium",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2756B","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","","","2 m",2,NA,"","49.666667",-124.483333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"188",829251,"RBCM:Botany:V170806","V","Vascular Plants",NA,"","V170806","","","","PreservedSpecimen","Cyperaceae","Carex lyngbyei","Carex lyngbyei",NA,"Carex","","lyngbyei",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2756A","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Gillies Bay: Tidal slough in Gillies Bay.","","1 m",1,NA,"","49.666667",-124.483333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"189",829252,"RBCM:Botany:V170807","V","Vascular Plants",NA,"","V170807","","","[locality and coordinates withheld; status in British Columbia: S1 (Critically Imperiled, Red List; BCCDC)]","PreservedSpecimen","Cyperaceae","Schoenoplectus americanus","Schoenoplectus americanus",NA,"Schoenoplectus","","americanus",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"10 square meters. Larger stands along rocky shore to the west. With Plantago maritima & Glaux maritima. Conservation Status:CDC: Red.","","","N","N",NA,"Harvey Janszen","2754","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","[Locality and coordinates withheld]","","0 m",0,NA,"","",NA,"","","","","",""
"190",829253,"RBCM:Botany:V170808","V","Vascular Plants",NA,"","V170808","","","","PreservedSpecimen","Juncaginaceae","Triglochin maritima","Triglochin maritima",NA,"Triglochin","","maritima",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2753","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Gillies Bay: Tidal sand flats in Gillies Bay.","","0 m",0,NA,"","49.666667",-124.483333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"191",829254,"RBCM:Botany:V170809","V","Vascular Plants",NA,"","V170809","","","","PreservedSpecimen","Caryophyllaceae","Spergularia canadensis var. occidentalis","Spergularia canadensis var. occidentalis",NA,"Spergularia","","canadensis",NA,"var.",NA,"occidentalis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2752","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Gillies Bay: Tidal sand flats in Gillies Bay.","","0 m",0,NA,"","49.666667",-124.483333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"192",829255,"RBCM:Botany:V170810","V","Vascular Plants",NA,"","V170810","","","","PreservedSpecimen","Primulaceae","Lysimachia maritima","Glaux maritima ssp. obtusifolia",NA,"Glaux","","maritima",NA,"ssp.",NA,"obtusifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2751","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Gillies Bay: Tidal sand flats in Gillies Bay.","","0 m",0,NA,"","49.666667",-124.483333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"193",829256,"RBCM:Botany:V170811","V","Vascular Plants",NA,"","V170811","","","","PreservedSpecimen","Poaceae","Distichlis spicata","Distichlis spicata",NA,"Distichlis","","spicata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2750","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island, Gillies Bay: Tidal sand flats in Gillies Bay.","","0 m",0,NA,"","49.666667",-124.483333,"Y","","","","Gazetteer of Canada: British Columbia",""
"194",829257,"RBCM:Botany:V170812","V","Vascular Plants",NA,"","V170812","","","","PreservedSpecimen","Poaceae","Puccinellia nutkaensis","Puccinellia nutkaensis",NA,"Puccinellia","","nutkaensis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2749","Pam Janszen; Marie Fontaine",22,6,1997,"22/06/1997","Canada","British Columbia","Gulf Islands","Texada Island, Gillies Bay: Tidal sand flats in Gillies Bay.","","0 m",0,NA,"","49.666667",-124.483333,"Y","","","","Gazetteer of Canada: British Columbia",""
"195",829258,"RBCM:Botany:V170813","V","Vascular Plants",NA,"","V170813","","","","PreservedSpecimen","Poaceae","Trisetum canescens","Trisetum cernuum var. canescens",NA,"Trisetum","","cernuum",NA,"var.",NA,"canescens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 10%, Aspect: 160 S. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2748","Pam Janszen; Marie Fontaine",21,6,1997,"21/06/1997","Canada","British Columbia","Gulf Islands","Texada Island, Suprise Mountain: On logging road, at foot of E peak of mountain.","","250 m",250,NA,"","49.716667",-124.583333,"Y","","","","Gazetteer of Canada: British Columbia",""
"196",829259,"RBCM:Botany:V170814","V","Vascular Plants",NA,"","V170814","","","","PreservedSpecimen","Campanulaceae","Triodanis perfoliata","Legousia perfoliata",NA,"Legousia","","perfoliata",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Population of 40 plants. Slope: 10%, Aspect: 150 SE. Also with Aspidotu densa, Epibolium munitum, Senico macounii & Erigeron flagellaris. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2747","Pam Janszen; Marie Fontaine",21,6,1997,"21/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Surprise Mountain: S slope of W peak of mountain.","","330 m",330,NA,"","49.716667",-124.583333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"197",829260,"RBCM:Botany:V170815","V","Vascular Plants",NA,"","V170815","","","","PreservedSpecimen","Fabaceae","Trifolium oliganthum","Trifolium oliganthum",NA,"Trifolium","","oliganthum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 10%, Aspect: 150 SE. Also with Aspidotus densa, Epibolium munitum, Senico macounii & Trifolium microcephalum. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2746","Pam Janszen; Marie Fontaine",21,6,1997,"21/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Surprise Mountain: S slope of W peak of mountain.","","330 m",330,NA,"","49.716667",-124.583333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"198",829261,"RBCM:Botany:V170816","V","Vascular Plants",NA,"","V170816","","","","PreservedSpecimen","Polemoniaceae","Microsteris gracilis","Microsteris gracilis",NA,"Microsteris","","gracilis",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 20%, Aspect: 150 SE. Also with Minuartia tenella, Epibolium munitum & Senico macounii. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2745","Pam Janszen; Marie Fontaine",21,6,1997,"21/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Surprise Mountain: S slope of W peak of mountain.","","360 m",360,NA,"","49.716667",-124.583333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"199",829262,"RBCM:Botany:V170817","V","Vascular Plants",NA,"","V170817","","","","PreservedSpecimen","Saxifragaceae","Micranthes rufidula","Saxifraga rufidula",NA,"Saxifraga","","rufidula",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Population of 50 plants. Slope: 20%, Aspect: 150 SE. Also with Minuartia tenella, Epibolium munitum & Microsteris gracilis. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2744","Pam Janszen; Marie Fontaine",21,6,1997,"21/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Surprise Mountain: S slope of W peak of mountain.","","360 m",360,NA,"","49.716667",-124.583333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"200",829263,"RBCM:Botany:V170818","V","Vascular Plants",NA,"","V170818","","","","PreservedSpecimen","Ericaceae","Monotropa hypopitys","Hypopitys monotropa",NA,"Hypopitys","","monotropa",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 10%, Aspect: 150 SE. Also with Festuca occidentalis & Holodiscus discolor. Conservation Status:CDC: Not Listed.","","","N","N",NA,"Harvey Janszen","2743","Pam Janszen; Marie Fontaine",21,6,1997,"21/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Surprise Mountain: On summit of W peak of mountain.","","360 m",360,NA,"","49.716667",-124.583333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
"201",829264,"RBCM:Botany:V170819","V","Vascular Plants",NA,"","V170819","","","","PreservedSpecimen","Amaryllidaceae","Allium acuminatum","Allium acuminatum",NA,"Allium","","acuminatum",NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","N",NA,"Slope: 60%, Aspect: 150 SE. Also with Aspidotus densa, Minuartia tenella, Epibolium munitum & Erigeron flagellaris. Conservation Status:CDC: Yellow.","","","N","N",NA,"Harvey Janszen","2742","Pam Janszen; Marie Fontaine",21,6,1997,"21/06/1997","Canada","British Columbia","Gulf Islands","Texada Island; Surprise Mountain: S slope of W peak of mountain.","","325 m",325,NA,"","49.716667",-124.583333,"Y","","","","Gazetteer of Canada: British Columbia, 1985",""
