scientificName,scientificNameAuthorship,kingdom,phylum,subphylum,superclass,class,subclass,superorder,order,suborder,superfamily,family,subfamily,tribe,hybrid,variety,provincial_status,national_status,global_status,linkName,linkTaxonID,provincial_status_norm,national_status_clean,national_status_norm,national_status_check,bc_list,residencyStatus,residencyStatusCheck,iNaturalistTaxonId,iNaturalistTaxonName,infraorder,genus,species,subspecies,nameStatus
Rhizocarpon badioatrum,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Rhizocarpales,,,Rhizocarpaceae,,,,,S5,unknown,G4G5,Rhizocarpon badioatrum,229938,s5,unknown,NA,FALSE,yellow,NA,NA,229938,Rhizocarpon badioatrum,,Rhizocarpon,badioatrum,,accepted
Rhizochaete sulphurina,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Phanerochaetaceae,,,,,SU,unknown,GNR,Rhizochaete sulphurina,1047440,su,unknown,NA,FALSE,undetermined,NA,NA,1047440,Rhizochaete sulphurina,,Rhizochaete,sulphurina,,accepted
Rhodocollybia maculata,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Omphalotaceae,,,,,S4,unknown,GNR,Rhodocollybia maculata,118168,s4,unknown,NA,FALSE,yellow,NA,NA,118168,Rhodocollybia maculata,,Rhodocollybia,maculata,,accepted
Rhyacophila brunnea,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Trichoptera,Spicipalpia,Rhyacophiloidea,Rhyacophilidae,,,,,S4S5,unknown,G5,Rhyacophila brunnea,230046,s4s5,unknown,NA,FALSE,yellow,NA,NA,230046,Rhyacophila brunnea,,Rhyacophila,brunnea,,accepted
Rigidoporus corticola,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Rigidoporaceae,,,,,S4,unknown,GNR,Rigidoporus corticola,1149664,s4,unknown,NA,FALSE,yellow,NA,NA,1149664,Rigidoporus corticola,,Rigidoporus,corticola,,accepted
Rosa nutkana,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,Roseae,,,,,,Rosa nutkana,78883,NA,,NA,FALSE,NA,NA,NA,78883,Rosa nutkana,,Rosa,nutkana,,accepted
Rugosporella atrovinosa,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Pezizaceae,,,,,SU,unknown,GNR,Rugosporella atrovinosa,1557224,su,unknown,NA,FALSE,undetermined,NA,NA,1557224,Rugosporella atrovinosa,,Rugosporella,atrovinosa,,accepted
Ruscarius meanyi,,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Psychrolutidae,,,,,SNR,unknown,GNR,Ruscarius meanyi,230337,snr,unknown,NA,FALSE,not-listed,NA,NA,230337,Ruscarius meanyi,,Ruscarius,meanyi,,accepted
Russula cascadensis,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,GNR,Russula cascadensis,343660,s4,unknown,NA,FALSE,yellow,NA,NA,343660,Russula cascadensis,,Russula,cascadensis,,accepted
Russula cavipes,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,GNR,Russula cavipes,556952,s4,unknown,NA,FALSE,yellow,NA,NA,556952,Russula cavipes,,Russula,cavipes,,accepted
Russula cessans,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,GNR,Russula cessans,517781,s4,unknown,NA,FALSE,yellow,NA,NA,517781,Russula cessans,,Russula,cessans,,accepted
Russula crassotunicata,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,GNR,Russula crassotunicata,499713,s4,unknown,NA,FALSE,yellow,NA,NA,499713,Russula crassotunicata,,Russula,crassotunicata,,accepted
Russula decolorans,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,G5,Russula decolorans,194427,s4,unknown,NA,FALSE,yellow,NA,NA,194427,Russula decolorans,,Russula,decolorans,,accepted
Russula emetica,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,GNR,Russula emetica,49449,s4,unknown,NA,FALSE,yellow,NA,NA,49449,Russula emetica,,Russula,emetica,,accepted
Russula viscida,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Russulaceae,,,,,S4,unknown,GNR,Russula viscida,875155,s4,unknown,NA,FALSE,yellow,NA,NA,875155,Russula viscida,,Russula,viscida,,accepted
Salvelinus malma,,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,Salmonoidei,,Salmonidae,Salmoninae,,,,S4,unknown,G5,Salvelinus malma,68077,s4,unknown,NA,FALSE,yellow,NA,NA,68077,Salvelinus malma,,Salvelinus,malma,,accepted
Sarcoscypha coccinea,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Sarcoscyphaceae,,,,,S4,unknown,GNR,Sarcoscypha coccinea,49134,s4,unknown,NA,FALSE,yellow,NA,NA,49134,Sarcoscypha coccinea,,Sarcoscypha,coccinea,,accepted
Sarracenia purpurea ssp.,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Sarraceniaceae,,,,,,,,Sarracenia purpurea,52651,NA,,NA,FALSE,NA,NA,NA,52651,Sarracenia purpurea,,Sarracenia,purpurea,,accepted
Saxifraga bronchialis,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Saxifrageae,,,,,,Saxifraga bronchialis,128874,NA,,NA,FALSE,NA,NA,NA,128874,Saxifraga bronchialis,,Saxifraga,bronchialis,,accepted
Schistidium apocarpum,,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,SU,unknown,G5,Schistidium apocarpum,168566,su,unknown,NA,FALSE,undetermined,NA,NA,168566,Schistidium apocarpum,,Schistidium,apocarpum,,accepted
Schistidium confertum,,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,S3,unknown,GNR,Schistidium confertum,461421,s3,unknown,NA,FALSE,blue,NA,NA,461421,Schistidium confertum,,Schistidium,confertum,,accepted
Schistidium strictum,,Plantae,Bryophyta,,,Bryopsida,,,Grimmiales,,,Grimmiaceae,,,,,S4,unknown,GNR,Schistidium strictum,168586,s4,unknown,NA,FALSE,yellow,NA,NA,168586,Schistidium strictum,,Schistidium,strictum,,accepted
Schistochilopsis opacifolia,,Plantae,Marchantiophyta,,,Jungermanniopsida,Jungermanniidae,,Jungermanniales,Cephaloziineae,,Scapaniaceae,,,,,,,,Schistochilopsis opacifolia,1049164,NA,,NA,FALSE,NA,NA,NA,1049164,Schistochilopsis opacifolia,,Schistochilopsis,opacifolia,,accepted
Sciuro-hypnum populeum,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,,S3S4,unknown,G5,Sciuro-hypnum populeum,156141,s3s4,unknown,NA,FALSE,blue,NA,NA,156141,Sciuro-hypnum populeum,,Sciuro-hypnum,populeum,,accepted
Sciuro-hypnum reflexum,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,,S4S5,unknown,G5,Sciuro-hypnum reflexum,818534,s4s5,unknown,NA,FALSE,yellow,NA,NA,818534,Sciuro-hypnum reflexum,,Sciuro-hypnum,reflexum,,accepted
Scleropodium cespitans,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,,S4S5,unknown,G4G5,Scleropodium cespitans,67909,s4s5,unknown,NA,FALSE,yellow,NA,NA,67909,Scleropodium cespitans,,Scleropodium,cespitans,,accepted
Scleropodium touretii,,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Brachytheciaceae,,,,,S4,unknown,G4,Scleropodium touretii,67907,s4,unknown,NA,FALSE,yellow,NA,NA,67907,Scleropodium touretii,,Scleropodium,touretii,,accepted
Scutiger ellisii,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Albatrellaceae,,,,,S2S3,unknown,G4,Scutiger ellisii,352350,s2s3,unknown,NA,FALSE,blue,NA,NA,352350,Scutiger ellisii,,Scutiger,ellisii,,accepted
Scymnus caurinus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,Scymnini,,,S4S5,unknown,GNR,Scymnus caurinus,320410,s4s5,unknown,NA,FALSE,yellow,NA,NA,320410,Scymnus caurinus,Cucujiformia,Scymnus,caurinus,,accepted
Scymnus lacustris,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Scymninae,Scymnini,,,S4S5,unknown,G5,Scymnus lacustris,230736,s4s5,unknown,NA,FALSE,yellow,NA,NA,230736,Scymnus lacustris,Cucujiformia,Scymnus,lacustris,,accepted
Scytinostroma portentosum,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Peniophoraceae,,,,,S4,unknown,GNR,Scytinostroma portentosum,328319,s4,unknown,NA,FALSE,yellow,NA,NA,328319,Scytinostroma portentosum,,Scytinostroma,portentosum,,accepted
Solidago simplex var. nana,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,Astereae,,Solidago simplex nana,,,,Solidago simplex,126653,NA,,NA,FALSE,NA,NA,NA,243003,Solidago simplex nana,,Solidago,simplex,,accepted
Spathularia flavida,,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Cudoniaceae,,,,,S4,unknown,G4G5,Spathularia flavida,231270,s4,unknown,NA,FALSE,yellow,NA,NA,231270,Spathularia flavida,,Spathularia,flavida,,accepted
Spirontocaris sica,,Animalia,Arthropoda,Crustacea,Multicrustacea,Malacostraca,Eumalacostraca,Eucarida,Decapoda,Pleocyemata,Alpheoidea,Thoridae,,,,,SNR,unknown,G5,Spirontocaris sica,459677,snr,unknown,NA,FALSE,not-listed,NA,NA,459677,Spirontocaris sica,Caridea,Spirontocaris,sica,,accepted
Stagnicola perplexa,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Mythicomycetaceae,,,,,S4,unknown,G3,Stagnicola perplexa,860481,s4,unknown,NA,FALSE,yellow,NA,NA,860481,Stagnicola perplexa,,Stagnicola,perplexa,,accepted
Steccherinum ochraceum,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Steccherinaceae,,,,,S4,unknown,GNR,Steccherinum ochraceum,118096,s4,unknown,NA,FALSE,yellow,NA,NA,118096,Steccherinum ochraceum,,Steccherinum,ochraceum,,accepted
Stereum vellereum,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Russulales,,,Stereaceae,,,,,SU,unknown,GNR,Stereum vellereum,384418,su,unknown,NA,FALSE,undetermined,NA,NA,384418,Stereum vellereum,,Stereum,vellereum,,accepted
Stropharia aeruginosa,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Strophariaceae,,,,,S4,unknown,GNR,Stropharia aeruginosa,55583,s4,unknown,NA,FALSE,yellow,NA,NA,55583,Stropharia aeruginosa,,Stropharia,aeruginosa,,accepted
Stropharia hornemannii,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Strophariaceae,,,,,S4,unknown,GNR,Stropharia hornemannii,179889,s4,unknown,NA,FALSE,yellow,NA,NA,179889,Stropharia hornemannii,,Stropharia,hornemannii,,accepted
Sympistis heliophila,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Oncocnemidinae,,,,S3S4,unknown,G5,Sympistis heliophila,232082,s3s4,unknown,NA,FALSE,blue,NA,NA,232082,Sympistis heliophila,,Sympistis,heliophila,,accepted
Tapinella panuoides,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Tapinellaceae,,,,,S2S4,unknown,GNR,Tapinella panuoides,118202,s2s4,unknown,NA,FALSE,blue,NA,NA,118202,Tapinella panuoides,,Tapinella,panuoides,,accepted
Tenuiphantes zibus,,Animalia,Arthropoda,Chelicerata,,Arachnida,,,Araneae,Araneomorphae,Araneoidea,Linyphiidae,Micronetinae,,,,S4S5,unknown,GNR,Tenuiphantes zibus,455055,s4s5,unknown,NA,FALSE,yellow,NA,NA,455055,Tenuiphantes zibus,Entelegynae,Tenuiphantes,zibus,,accepted
Terebratalia transversa,,Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratellidina,Laqueoidea,Terebrataliidae,Terebrataliinae,,,,,,,Terebratalia transversa,122157,NA,,NA,FALSE,NA,NA,NA,122157,Terebratalia transversa,,Terebratalia,transversa,,accepted
Tetraphleps pilosipes,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Cimicoidea,Anthocoridae,Anthocorinae,Anthocorini,,,SNR,unknown,GNR,Tetraphleps pilosipes,454137,snr,unknown,NA,FALSE,not-listed,NA,NA,454137,Tetraphleps pilosipes,Cimicomorpha,Tetraphleps,pilosipes,,accepted
Tetrodontium repandum,,Plantae,Bryophyta,,,Tetraphidopsida,,,Tetraphidales,,,Tetraphidaceae,,,,,S3,unknown,G2G3,Tetrodontium repandum,169648,s3,unknown,NA,FALSE,blue,NA,NA,169648,Tetrodontium repandum,,Tetrodontium,repandum,,accepted
Thaxterogaster causticus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Cortinariaceae,,,,,SU,unknown,GNR,Thaxterogaster causticus,1636346,su,unknown,NA,FALSE,undetermined,NA,NA,1636346,Thaxterogaster causticus,,Thaxterogaster,causticus,,accepted
Thyone benti,,Animalia,Echinodermata,Echinozoa,,Holothuroidea,Actinopoda,,Dendrochirotida,,,Phyllophoridae,,,,,SNR,unknown,GNR,Thyone benti,293152,snr,unknown,NA,FALSE,not-listed,NA,NA,293152,Thyone benti,,Thyone,benti,,accepted
Tiarella trifoliata,,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,Heuchereae,,,,,,Tiarella trifoliata,51643,NA,,NA,FALSE,NA,NA,NA,51643,Tiarella trifoliata,,Tiarella,trifoliata,,accepted
Tigriopus californicus,,Animalia,Arthropoda,Crustacea,Multicrustacea,Hexanauplia,Copepoda,Podoplea,Harpacticoida,,,Harpacticidae,,,,,,,,Tigriopus californicus,117678,NA,,NA,FALSE,NA,NA,NA,117678,Tigriopus californicus,,Tigriopus,californicus,,accepted
Torreyochloa pallida pauciflora,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooideae,Poeae,,Torreyochloa pallida pauciflora,,,,Torreyochloa pallida,79374,NA,,NA,FALSE,NA,NA,NA,81431,Torreyochloa pallida pauciflora,,Torreyochloa,pallida,,accepted
Tortula muralis,,Plantae,Bryophyta,,,Bryopsida,,,Pottiales,,,Pottiaceae,,,,,S4?,unknown,G5,Tortula muralis,123498,s4?,unknown,NA,FALSE,yellow,NA,NA,123498,Tortula muralis,,Tortula,muralis,,accepted
Toxicoscordion venenosum,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Liliales,,,Melanthiaceae,,Melanthieae,,,,,,Toxicoscordion venenosum,59087,NA,,NA,FALSE,NA,NA,NA,59087,Toxicoscordion venenosum,,Toxicoscordion,venenosum,,accepted
Trametes cinnabarina,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,,,S4,unknown,GNR,Trametes cinnabarina,974663,s4,unknown,NA,FALSE,yellow,NA,NA,974663,Trametes cinnabarina,,Trametes,cinnabarina,,accepted
Triantha occidentalis,,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Tofieldiaceae,,,,,,,,Triantha occidentalis,79389,NA,,NA,FALSE,NA,NA,NA,79389,Triantha occidentalis,,Triantha,occidentalis,,accepted
Trichoglossum hirsutum,,Fungi,Ascomycota,Pezizomycotina,,Lichinomycetes,,,Geoglossales,,,Geoglossaceae,,,,,S2S3,unknown,GNR,Trichoglossum hirsutum,55240,s2s3,unknown,NA,FALSE,blue,NA,NA,55240,Trichoglossum hirsutum,,Trichoglossum,hirsutum,,accepted
Tricholoma albobrunneum,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,Tricholomatoideae,,,,S2S3,unknown,GNR,Tricholoma albobrunneum,118200,s2s3,unknown,NA,FALSE,blue,NA,NA,118200,Tricholoma albobrunneum,,Tricholoma,albobrunneum,,accepted
Tricholoma apium,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,Tricholomatoideae,,,,S3,unknown,GNR,Tricholoma apium,499774,s3,unknown,NA,FALSE,blue,NA,NA,499774,Tricholoma apium,,Tricholoma,apium,,accepted
Tricholoma atroviolaceum,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,Tricholomatoideae,,,,S3S4,unknown,GNR,Tricholoma atroviolaceum,500096,s3s4,unknown,NA,FALSE,blue,NA,NA,500096,Tricholoma atroviolaceum,,Tricholoma,atroviolaceum,,accepted
Tricholoma terreum,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,Tricholomatoideae,,,,SU,unknown,GNR,Tricholoma terreum,341797,su,unknown,NA,FALSE,undetermined,NA,NA,341797,Tricholoma terreum,,Tricholoma,terreum,,accepted
Tricholoma virgatum,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Tricholomatineae,,Tricholomataceae,Tricholomatoideae,,,,S3S4,unknown,GNR,Tricholoma virgatum,118206,s3s4,unknown,NA,FALSE,blue,NA,NA,118206,Tricholoma virgatum,,Tricholoma,virgatum,,accepted
Triglops pingelii,,Animalia,Chordata,Vertebrata,,Actinopterygii,,Acanthomorpha,Perciformes,Cottoidei,,Psychrolutidae,,,,,SNR,unknown,G5,Triglops pingelii,232947,snr,unknown,NA,FALSE,not-listed,NA,NA,232947,Triglops pingelii,,Triglops,pingelii,,accepted
Tropisternus columbianus,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Hydrophiloidea,Hydrophilidae,Hydrophilinae,Hydrophilini,,,SU,unknown,GNR,Tropisternus columbianus,233059,su,unknown,NA,FALSE,undetermined,NA,NA,233059,Tropisternus columbianus,Staphyliniformia,Tropisternus,columbianus,,accepted
Trypodendron lineatum,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Curculionoidea,Curculionidae,Scolytinae,Xyloterini,,,SNR,unknown,G5,Trypodendron lineatum,452380,snr,unknown,NA,FALSE,not-listed,NA,NA,452380,Trypodendron lineatum,Cucujiformia,Trypodendron,lineatum,,accepted
Tubaria confragosa,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Tubariaceae,,,,,SU,unknown,GNR,Tubaria confragosa,484281,su,unknown,NA,FALSE,undetermined,NA,NA,484281,Tubaria confragosa,,Tubaria,confragosa,,accepted
Tubulicrinis glebulosus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Tubulicrinaceae,,,,,S3S4,unknown,GNR,Tubulicrinis glebulosus,552844,s3s4,unknown,NA,FALSE,blue,NA,NA,552844,Tubulicrinis glebulosus,,Tubulicrinis,glebulosus,,accepted
Tulasnella calospora,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Tulasnellaceae,,,,,SU,unknown,GNR,Tulasnella calospora,1434777,su,unknown,NA,FALSE,undetermined,NA,NA,1434777,Tulasnella calospora,,Tulasnella,calospora,,accepted
Tulasnella pinicola,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Cantharellales,,,Tulasnellaceae,,,,,SU,unknown,GNR,Tulasnella pinicola,1019045,su,unknown,NA,FALSE,undetermined,NA,NA,1019045,Tulasnella pinicola,,Tulasnella,pinicola,,accepted
Tylopilus pseudoscaber,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Boletales,,,Boletaceae,Boletoideae,,,,SU,unknown,GNR,Tylopilus pseudoscaber,118156,su,unknown,NA,FALSE,undetermined,NA,NA,118156,Tylopilus pseudoscaber,,Tylopilus,pseudoscaber,,accepted
Uroleucon sonchi,,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Sternorrhyncha,Aphidoidea,Aphididae,Aphidinae,Macrosiphini,,,SNA,unknown,GNR,Uroleucon sonchi,398616,sna,unknown,NA,FALSE,not-listed,NA,NA,398616,Uroleucon sonchi,Aphidomorpha,Uroleucon,sonchi,,accepted
Usnea scabrata,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S5,unknown,G5,Usnea scabrata,233334,s5,unknown,NA,FALSE,yellow,NA,NA,233334,Usnea scabrata,,Usnea,scabrata,,accepted
Usnea silesiaca,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S4,unknown,GNR,Usnea silesiaca,532730,s4,unknown,NA,FALSE,yellow,NA,NA,532730,Usnea silesiaca,,Usnea,silesiaca,,accepted
Usnea subfloridana,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S4,unknown,G5,Usnea subfloridana,182682,s4,unknown,NA,FALSE,yellow,NA,NA,182682,Usnea subfloridana,,Usnea,subfloridana,,accepted
Varicellaria rhodocarpa,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Ostropomycetidae,,Pertusariales,,,Ochrolechiaceae,,,,,S5,unknown,G3G5,Varicellaria rhodocarpa,174776,s5,unknown,NA,FALSE,yellow,NA,NA,174776,Varicellaria rhodocarpa,,Varicellaria,rhodocarpa,,accepted
Verpa conica,,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,Morchellaceae,,,,,S3S4,unknown,GNR,Verpa conica,118002,s3s4,unknown,NA,FALSE,blue,NA,NA,118002,Verpa conica,,Verpa,conica,,accepted
Volvariella volvacea,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Volvariellaceae,,,,,SU,unknown,GNR,Volvariella volvacea,179054,su,unknown,NA,FALSE,undetermined,NA,NA,179054,Volvariella volvacea,,Volvariella,volvacea,,accepted
Wahlenbergiella mucosa,,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Chaetothyriomycetidae,,Verrucariales,,,Verrucariaceae,,,,,SU,unknown,G3G5,Wahlenbergiella mucosa,345005,su,unknown,NA,FALSE,undetermined,NA,NA,345005,Wahlenbergiella mucosa,,Wahlenbergiella,mucosa,,accepted
Xanthoparmelia mougeotii,,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,S3S4,unknown,G5,Xanthoparmelia mougeotii,233712,s3s4,unknown,NA,FALSE,blue,NA,NA,233712,Xanthoparmelia mougeotii,,Xanthoparmelia,mougeotii,,accepted
Yoldia aeolica,,Animalia,Mollusca,,,Bivalvia,Protobranchia,,Nuculanida,,Nuculanoidea,Yoldiidae,Yoldiinae,,,,,,,Yoldia aeolica,957342,NA,,NA,FALSE,NA,NA,NA,957342,Yoldia aeolica,,Yoldia,aeolica,,accepted
Zhuliangomyces illinitus,,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Pluteineae,,Amanitaceae,,,,,S4,unknown,GNR,Zhuliangomyces illinitus,1364981,s4,unknown,NA,FALSE,yellow,NA,NA,1364981,Zhuliangomyces illinitus,,Zhuliangomyces,illinitus,,accepted
Zygodon rupestris,,Plantae,Bryophyta,,,Bryopsida,,,Orthotrichales,,,Orthotrichaceae,,,,,S4S5,unknown,G5TNR,Zygodon rupestris,981326,s4s5,unknown,NA,FALSE,yellow,NA,NA,981326,Zygodon rupestris,,Zygodon,rupestris,,accepted
Accipiter gentilis,L.,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,Accipitrinae,,,,"S4B,S4N (2015)",,,Astur gentilis,1579015,"s4b,s4n",,NA,FALSE,yellow,permanent,FALSE,1579015,Astur gentilis,,Astur,gentilis,,unaccepted
Acmaea mitra,Rathke,Animalia,Mollusca,,,Gastropoda,Patellogastropoda,,Nacellida,,Lottioidea,Acmaeidae,,,,,genus not in CDC records,,,Acmaea mitra,47676,NA,,NA,FALSE,NA,NA,NA,47676,Acmaea mitra,,Acmaea,mitra,,accepted
Aeolidia papillosa,L.,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Nudipleura,Nudibranchia,Aeolidina,Aeolidioidea,Aeolidiidae,,,,,genus not in CDC records,,,Aeolidia papillosa,498116,NA,,NA,FALSE,NA,NA,NA,498116,Aeolidia papillosa,,Aeolidia,papillosa,,accepted
Agoseris glauca,(Pursh) Raf.,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,Cichorieae,,,S5,,,Agoseris glauca,75303,s5,,NA,FALSE,yellow,NA,NA,75303,Agoseris glauca,,Agoseris,glauca,,accepted
Agrostis thurberiana,Hitchc.,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,Pooidiae,,,,not in CDC records,,,Podagrostis thurberiana,1586224,NA,,NA,FALSE,NA,NA,NA,0,,,,,,unknown
Ahnfeltia fastigiata,(Endlicher) Makienko,Plantae,Rhodophyta,Eurhodophytina,,Florideophyceae,Ahnfeltiophycidae,,Ahnfeltiales,,,Ahnfeltiaceae,,,,,not in CDC records,,,Ahnfeltia fastigiata,345080,NA,,NA,FALSE,NA,NA,NA,345080,Ahnfeltia fastigiata,,Ahnfeltia,fastigiata,,accepted
Amauronematus sp.,Kon.,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Tenthredinoidea,Tenthredinidae,Nematinae,Nematini,,,genus not in CDC records,,,Euura,,NA,,NA,FALSE,NA,NA,NA,334169,Euura,,Euura,,,unaccepted
Andreaea alpestris,Hedw.,Plantae,Bryophyta,,,Andreaeopsida,,,Andreaeales,,,Andreaeaceae,,,,,S3S4 (2011),,,Andreaea alpestris,158337,s3s4,,NA,FALSE,blue,NA,NA,158337,Andreaea alpestris,,Andreaea,alpestris,,accepted
