"scientificName","taxonID","institutionCode","collectionCode","catalogNumber","occurrenceID","materialSampleID","references","recordedBy","recordNumber","gbifID","fieldNumber","eventDate","locality","coordinateUncertaintyInMeters","habitat","verbatimDepth","samplingProtocol","occurrenceRemarks","individualCount","identifiedBy","iNaturalistTaxonId","iNaturalistTaxonName","decimalLatitude","decimalLongitude","dataset"
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2018-10-24_1m_4,,,,,4880032947,,2018-10-24,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-08-24_5m_4,,,,,4880032939,,2021-08-24,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-03-30_5m_6,,,,,4880032571,,2021-03-30,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-04-14_5m_6,,,,,4880032237,,2021-04-14,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-08-17_5m_5,,,,,4880029692,,2021-08-17,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-07-20_5m_3,,,,,4880028781,,2021-07-20,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-08-10_5m_5,,,,,4880027682,,2021-08-10,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2018-05-08_1m_3,,,,,4880025538,,2018-05-08,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-07-27_5m_4,,,,,4880024953,,2021-07-27,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-04-26_5m_6,,,,,4880024073,,2021-04-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-04-19_5m_6,,,,,4880023887,,2021-04-19,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros compressus,488049,Hakai,,,Hakai_phyto_QU39_2021-06-01_5m_4,,,,,4880023510,,2021-06-01,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,488049,Chaetoceros compressus,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2017-07-17_1m_1,,,,,4880034646,,2017-07-17,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2016-03-29_1m_2,,,,,4880034397,,2016-03-29,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2016-11-09_1m_2,,,,,4880033761,,2016-11-09,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2016-12-15_1m_1,,,,,4880033696,,2016-12-15,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2017-04-07_1m_6,,,,,4880033390,,2017-04-07,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2019-02-21_1m_1,,,,,4880032891,,2019-02-21,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2019-02-26_1m_2,,,,,4880032824,,2019-02-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2017-07-11_1m_4,,,,,4880032646,,2017-07-11,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2016-11-15_1m_1,,,,,4880030420,,2016-11-15,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2017-10-20_1m_3,,,,,4880028082,,2017-10-20,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2017-04-24_1m_4,,,,,4880027327,,2017-04-24,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2016-11-26_1m_1,,,,,4880026961,,2016-11-26,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2017-03-30_1m_5,,,,,4880026932,,2017-03-30,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,Hakai,,,Hakai_phyto_QU39_2019-02-12_1m_2,,,,,4880024330,,2019-02-12,,,,,"Edler, L., and Elbrächter, M. (2010). The utermöhl method for quantitative phytoplankton analysis, in Microscopic and Molecular Methods for Quantitative Phytoplankton Analysis, eds B. Karlson, C. Cusack, and E. Bresnan (Paris:UNESCO), 13–20., https://repository.oceanbestpractices.org/bitstream/handle/11329/303/WKNCT_Handbook_ver5May2010_2.pdf?sequence=1#page=17",,,Louis Hobson,521748,Chaetoceros concavicornis,50.0307,-125.0992,
Chaetoceros concavicornis,521748,IOC-UNESCO,HAEDAT,,HAEDAT:CA-37:CA-09-004:causative:8177,,,,,4153194652,,NA,"Lower Strait of Georgia;Bloom was seen throughout Sechelt Inlet, but highest concentrations were seen in Salmon Inlet",10000,,,,,,,521748,Chaetoceros concavicornis,49.63,-123.799722,8
Chaetoceros concavicornis,521748,IOC-UNESCO,HAEDAT,,HAEDAT:CA-38:CA-04-009:causative:8204,,,,,4153191925,,NA,"Upper Strait of Georgia;Hoskyn Channel",10000,,,,"Unknown concentration",,,521748,Chaetoceros concavicornis,50.183056,-125.135833,8
Chaetoceros concavicornis,521748,IOC-UNESCO,HAEDAT,,HAEDAT:CA-37:CA-17-010:additional:1664,,,,,4153191164,,2017-03-06,"Jervis Inlet",1e+05,,,,,,,521748,Chaetoceros concavicornis,49.36,-123.72,8
Chaetoceros concavicornis,521748,IOC-UNESCO,HAEDAT,,HAEDAT:CA-37:CA-05-001:causative:8203,,,,,4153191150,,NA,"Lower Strait of Georgia;Sechelt Inlet",10000,,,,,,,521748,Chaetoceros concavicornis,49.6,-123.799722,8
Chaetoceros concavicornis,521748,IOC-UNESCO,HAEDAT,,HAEDAT:CA-38:CA-02-010:causative:8217,,,,,4153190565,,NA,"Upper Strait of Georgia;Hoskyn Channel. Bloom appeared fairly widespread from the east side of Quadra Island to Toba Inlet",10000,,,,,,,521748,Chaetoceros concavicornis,50.182778,-125.125,8
Chaetoceros concavicornis,521748,IOC-UNESCO,HAEDAT,,HAEDAT:CA-37:CA-02-011:additional:809,,,,,4153185995,,NA,"Lower Strait of Georgia;Bloom was fairly widespread in Sechelt Inlet",10000,,,,,,,521748,Chaetoceros concavicornis,49.625,-123.829722,8
Chaetoceros concavicornis,521748,iNaturalist,,4876451,https://www.inaturalist.org/observations/4876451,,,"Mark Webber",,,,2006-01-13,,,,,,,,,521748,Chaetoceros concavicornis,48.876525,-123.315024,1
Chaetoceros contortus,488049,,,,GBB2023-001-03-rbcL:ASV545,GBB23-001-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,488049,Chaetoceros compressus,48.940726,-123.501877,2
Chaetoceros contortus,488049,,,,GBB2023-006-03-rbcL:ASV545,GBB23-006-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Costaria costata",-4.3 m,,,,,488049,Chaetoceros compressus,48.940726,-123.501877,2
Chaetoceros contortus,488049,,,,GBB2023-008-03-rbcL:ASV545,GBB23-008-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Sarcodiotheca gaudichaudii",-2.8 m,,,,,488049,Chaetoceros compressus,48.940726,-123.501877,2
Chaetoceros contortus,488049,,,,GBB2023-009-03-rbcL:ASV545,GBB23-009-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"on sand casting of a moon snail",-4.3 m,,,,,488049,Chaetoceros compressus,48.940726,-123.501877,2
Chaetoceros contortus,488049,,,,GBB2023-011-03-rbcL:ASV545,GBB23-011-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ceramothamnion pacificum",-3.1 m,,,,,488049,Chaetoceros compressus,48.940726,-123.501877,2
Chaetoceros contortus,488049,,,,GBB2023-018-03-rbcL:ASV545,GBB23-018-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Polyneura latissima",-4.3 m,,,,,488049,Chaetoceros compressus,48.940726,-123.501877,2
Chaetoceros contortus,488049,,,,GBB2023-019-03-rbcL:ASV545,GBB23-019-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,488049,Chaetoceros compressus,48.940726,-123.501877,2
Chaetoceros contortus,488049,,,,GBB2023-022-03-rbcL:ASV545,GBB23-022-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Saccharina latissima",-3.7 m,,,,,488049,Chaetoceros compressus,48.940726,-123.501877,2
Chaetoceros contortus,488049,,,,GBB2023-027-03-rbcL:ASV545,GBB23-027-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-26,"Retreat Cove",100,"epiphytic on Ulva expansa",-3.7 m,,,,,488049,Chaetoceros compressus,48.940726,-123.501877,2
Chaetoceros contortus,488049,,,,GBB2023-124-03-rbcL:ASV545,GBB23-124-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Ulva sp.",,,,,,488049,Chaetoceros compressus,48.995588,-123.586078,2
Chaetoceros contortus,488049,,,,GBB2023-161-03-rbcL:ASV545,GBB23-161-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Sarcodiotheca furcata",-13 m,,,,,488049,Chaetoceros compressus,48.995588,-123.586078,2
Chaetoceros contortus,488049,,,,GBB2023-172-03-rbcL:ASV545,GBB23-172-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on unknown",,,,,,488049,Chaetoceros compressus,48.995588,-123.586078,2
Chaetoceros contortus,488049,,,,GBB2023-173-03-rbcL:ASV545,GBB23-173-03,,"Arjan van Asselt, Henry McGee, Zach Montieth, Laura Parfrey",,,,2023-05-27,"Spanish Hills wharf",15,"epiphytic on Zostera marina",,,,,,488049,Chaetoceros compressus,48.995588,-123.586078,2
Chaetoceros contortus,488049,,,,MB2022-rbcL:ASV545,5-miners-oct-31-2022,,"Mark Webber",,,,2022-10-31,"Miner’s Bay wharf",20,"pelagic",-3m,,,,,488049,Chaetoceros compressus,48.852153,-123.302218,6
Chaetoceros contortus,488049,,,,MB2022-rbcL:ASV742,5-miners-oct-31-2022,,"Mark Webber",,,,2022-10-31,"Miner’s Bay wharf",20,"pelagic",-3m,,,,,488049,Chaetoceros compressus,48.852153,-123.302218,6
Chaetoceros contortus,488049,,,,MWP2022-2023-1-rbcL:ASV545,1,,"Mark Webber, Arjan van Asselt",,,,2022-04-11,"Spanish Hills wharf",15,"pelagic",-5m,,,,,488049,Chaetoceros compressus,48.995588,-123.586078,7
