Taxon,Author,Author of Sub Species or Variety,Common Name,Kingdom,Phylum,Sub-phylum,Super-class,Class,Subclass,Super-order,Order,Sub-order,Super-family,Family,Subfamily,Origin,Status,Reporting,Documented,Last Collected/Reported (y-m-d),Collector/Source,Collection/List,Catalogue Number,First Documented,Documenter,iNaturalist Link,iNaturalist photo,Notes,ID,Stats Code,,,,
Linaria vulgaris,Mill.,,butter-and-eggs,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,exotic,SNA (2001),new 2016,documented,,,,,2016-06-12,hillanddale,https://www.inaturalist.org/observations/9628127,https://static.inaturalist.org/photos/13143848/medium.jpg?1517028003,,50790,,,,,
Linnaea borealis,L.,,twinflower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Linnaeoideae,native,S5 (2000) see 'notes',new 2017,documented,,,,,2017-07-04,hillanddale,https://www.inaturalist.org/observations/9525360,https://static.inaturalist.org/photos/12987877/medium.jpg?1516336007,,77780,,,,,
Liriodendron tulipifera ,L.,,tuliptree,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Magnoliales,,,Magnoliaceae,,exotic,"not in CDC records, see 'notes'",reported,undocumented,1978-08-15,John Pinder-Moss,UBC,UBC: V166523,,,,,because likely PLANTED,53582,,,,,
Lonicera ciliosa,(Pursh) Poir. ex DC. ,,orange honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,native,S5 (2000) ,confirmed,documented,,,,,2017-06-13,hillanddale,https://www.inaturalist.org/observations/8568264,https://static.inaturalist.org/photos/11447853/medium.jpg?1509062520,,77832,,,,,
Lonicera hispidula,(Lindl.) Doug. ex Torr. & Gray,,pink honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,native,S5 (2000),new 2018,documented,,,,,2018-11-11,benkeen,https://www.inaturalist.org/observations/18337800,https://static.inaturalist.org/photos/28022744/medium.jpg?1541974297,,53416,,,,,
Lonicera involucrata,(Richardson) Banks ex Spreng.,,twinberry honeysuckle,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Dipsacales,,,Caprifoliaceae,Caprifolioideae,native,S5 ,new 2015,documented,,,,,2015-07-19,judithofsquamish,http://www.inaturalist.org/observations/4392130,https://static.inaturalist.org/photos/5270856/medium.jpeg?1476893118,,60881,,,,,
Lotus corniculatus,L.,,bird's-foot trefoil,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,exotic,SNA (2001),new 2011,documented,,,,,2011-07-10,hillanddale,https://www.inaturalist.org/observations/9630962,https://static.inaturalist.org/photos/13148990/medium.jpeg?1517067087,,47435,,,,,
Luetkea pectinata,(Pursh) Kuntze.,,partridgefoot,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,native,S5 (2015),confirmed,documented,1997-07-13,Gerald B. Straley,UBC,UBC: V226169,2017-07-30,judithofsquamish,https://www.inaturalist.org/observations/7359849,https://static.inaturalist.org/photos/9542652/medium.jpeg?1501946227,,77842,,,,,
Lunaria annua,L.,,annual honesty,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Brassicales,,,Brassicaceae,,exotic,SNA (2019),new 2019,documented,,,,,2019-04-15,judithofsquamish,https://www.inaturalist.org/observations/22636498,https://static.inaturalist.org/photos/35073123/medium.jpeg?1555548716,,55886,,,,,
Lupinus arcticus,S. Watson,,Arctic lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,native,S5 (2000),new 2017,documented,,,,,2017-09-05,judithofsquamish,https://www.inaturalist.org/observations/8897750,https://static.inaturalist.org/photos/11972734/medium.jpeg?1511374426,,143688,,,,,
Lupinus latifolius ,Lindl. ex J. Agardh,,broadleaf lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,native,S4S5 (2015) ,confirmed,documented,1914-06-29,Fred Perry,UBC,UBC: V45369,2019-09-08,benkeen,https://www.inaturalist.org/observations/32379715,https://static.inaturalist.org/photos/50777988/medium.jpeg?1567984972, ,67379,,,,,
Lupinus littoralis,Douglas,,seashore lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,native,S3S4 (2005),new 2018,documented,,,,,2018-05-13,judithofsquamish,https://www.inaturalist.org/observations/12441883,https://static.inaturalist.org/photos/17945613/medium.jpeg?1526273935,,77872,,,,,
Lupinus polyphyllus polyphyllus,Lindl.,,large-leaved lupine,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,native,S4 (2001),confirmed,documented,1963-06-19,,RBCM,V045326,2017-05-31,sea2skynaturebc,http://inaturalist.ca/observations/6444270,https://static.inaturalist.org/photos/8142064/medium.jpg?1496245695,,61016,,,,,
Luzula campestris ,(L.) DC.,,field woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,exotic,SNA (2001),reported,undocumented,1973-08-01,Charles E. Beil,UBC,UBC: V176060,,,,,,55795,,,,,
Luzula comosa,E. Mey.,,Pacific woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,native,S4 (2000),confirmed,documented,1974-07-04,Charles E. Biel,UBC,UBC: V176167,2019-05-25,judithofsquamish,https://www.inaturalist.org/observations/26158737,https://static.inaturalist.org/photos/40593234/medium.jpeg?1559365988,,57111,,,,,
Luzula hitchcockii,HΣmet-Ahti ,,Hitchcock's woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,native,S4S5 (2015),new 2014,documented,,,,,2014-07-26,judithofsquamish,https://www.inaturalist.org/observations/8898086,https://static.inaturalist.org/photos/11973310/medium.jpeg?1511377164,,143686,,,,,
Luzula macrantha ,Zika & B.L. Wilson,,prairie woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,native,S1S2 (2017),reported,undocumented,2008-06-23,P. F. Zika ,WTU,WTU: 374586,,,,, ,890265,,,,,
Luzula multiflora multiflora,(Ehrh.) Lej.,,heath woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,exotic,SNA (2015),confirmed,documented,1912-04-13,John Davidson,UBC,UBC: V49223,2016-05-17,judithofsquamish,https://www.inaturalist.org/observations/9187510,https://static.inaturalist.org/photos/12434621/medium.jpeg?1513564888,,237139,,,,,
Luzula parviflora,(Ehrh.) Desv,,small-flower woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,native,S5 (2000),confirmed,documented,1977-08-06,Chris Clement ,RBCM,V146581,2018-07-03,judithofsquamish,https://www.inaturalist.org/observations/14171647,https://static.inaturalist.org/photos/21010868/medium.jpeg?1531071487,,77897,,,,,
Luzula subsessilis ,(S. Watson) Buchenau,,Pacific woodrush,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,native,S5 (2000) ,reported,undocumented,2008-06-23,Peter F. Zika,CIC,CIC: 39047,,,,,,77901,,,,,
Lycopodium clavatum,L.,,stag's-horn clubmoss,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,native,S5 (2015),confirmed,documented,1974-06-07,Charles E. Beil,UBC,UBC: V176176,2014-06-17,judithofsquamish,https://www.inaturalist.org/observations/6161007,https://static.inaturalist.org/photos/7725107/medium.jpeg?1494432885,,77914,,,,,
Lycopus uniflorus,Michx.,,northern bugleweed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,native,S5 (2015),confirmed,documented,2015-08-00,Fred Perry,UBC,UBC: V49211,2018-09-23,benkeen,https://www.inaturalist.org/observations/16857648,https://static.inaturalist.org/photos/25458063/medium.jpg?1537754287,,77915,,,,,
Lysichiton americanus,Hultén & H. St. John,,western skunk cabbage,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Alismatales,,,Araceae,Orontioideae,native,S5 (2000) ,new 2016,documented,,,,,2016-04-03,judithofsquamish,http://www.inaturalist.org/observations/4392189,https://static.inaturalist.org/photos/5270949/medium.jpeg?1476894007,,48537,,,,,
Lysimachia europaea,(L.) U. Manns & Anderb.,,chickweed-wintergreen,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,native,"S4S5 (2015), see 'notes'",new 2018,documented,,,,,2019-06-13,citizen1,https://www.inaturalist.org/observations/27236230,https://static.inaturalist.org/photos/42355203/medium.jpg?1560896412,syn. L.europaea arctica,716947,,,,,
Lysimachia latifolia,(Hook.) Cholewa,,Western star flower,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,native,S4S5 (2015),confirmed,documented,1974-07-02,Charles E. Beil ,UBC,UBC: V176158,2015-05-09,judithofsquamish,http://www.inaturalist.org/observations/4509281,https://static.inaturalist.org/photos/5455184/medium.jpeg?1478478467,,496537,,,,,
Lysimachia maritima,"(L.) Galasso, Banfi & Soldano",,sea milkwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,native,S5 (2001),new 2016,documented,,,,,2016-05-21,judithofsquamish,http://www.inaturalist.org/observations/4394931,https://static.inaturalist.org/photos/5275234/medium.jpeg?1476912656,,204175,,,,,
Lysimachia thyrsiflora,L.,,tufted loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Primulaceae,Myrsinoideae,native,S4S5 (2015),new 2015,documented,,,,,2015-05-31,judithofsquamish,http://www.inaturalist.org/observations/4395046,https://static.inaturalist.org/photos/5275311/medium.jpeg?1476913038,,77917,,,,,
Lythrum salicaria,L.,,purple loosestrife,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Lythraceae,,exotic,SNA (2001),new,documented,,,,,2018-07-23,judithofsquamish,https://www.inaturalist.org/observations/14699261,https://static.inaturalist.org/photos/21917207/medium.jpeg?1532468465,,61321,,,,,
Maianthemum dilatatum,(Alph. Wood) A. Nelson & J.F. Macbr.,,Western lily of the valley,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,native,S5 (2000) ,confirmed,documented,1997-05-18,Gerald B. Straley,UBC,UBC: V226289,2017-04-16,sea2skynaturebc,http://inaturalist.ca/observations/5762841,https://static.inaturalist.org/photos/7153543/medium.jpg?1492369872,,63939,,,,,
Maianthemum racemosum amplexicaule,(L.) Link (Nutt.) LaFrankie,,Solomon's plume,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,native,S5 (2015),confirmed,documented,1961-05-25,F. Vrugtman ,UBC,UBC: V101047,2014-06-21,judithofsquamish,https://www.inaturalist.org/observations/8894052,https://static.inaturalist.org/photos/11966538/medium.jpeg?1511330388,,53012,,,,,
Maianthemum stellatum,(L.) Link. ,,starry false Solomon's-seal,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,Nolinoideae,native,S5 (2015),confirmed,documented,1960-06-09,L. Orloci,UBC,UBC: V90716,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/7270508,https://static.inaturalist.org/photos/9398207/medium.jpeg?1501378113,,53268,,,,,
Malus fusca,(Raf.) C.K. Schneid.,,Pacific crab apple,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Amygdaloideae,native,S5 (2000),confirmed,documented,1997-05-18,Gerald B. Straley ,UBC,UBC: V226207,2015-04-29,judithofsquamish,http://www.inaturalist.org/observations/4395315,https://static.inaturalist.org/photos/5276032/medium.jpeg?1476916750,,77948,,,,,
Matricaria discoidea,DC.,,pineapple-weed,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,native,S5 (2015) ,new 2018,documented,,,,,2018-07-16,judithofsquamish,https://www.inaturalist.org/observations/14469550,https://static.inaturalist.org/photos/21536833/medium.jpeg?1531886942,,52992,,,,,
Medicago lupulina,L.,,black medick,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,exotic,SNA (2001) ,new 2016,documented,,,,,2016-05-21,judithofsquamish,https://www.inaturalist.org/observations/5460652,https://static.inaturalist.org/photos/6722677/medium.jpeg?1490492915,,57056,,,,,
Melampyrum lineare var. lineare ,Desr. ,,American cow-wheat,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Orobanchaceae,,native,S5 (2015),reported,undocumented,1942-08-18,John W. Eastham,UBC,UBC: V29830,,,,,,241667,,,,,
Melica subulata ,(Griseb.) Scribn.,,Alaska oniongrass,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Poaceae,,native,S5 (2000),reported,undocumented,1974-07-08,Charles E. Biel ,UBC,UBC: V176149,,,,,,77986,,,,,
Melilotus albus,Medik.,,white sweet-clover,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fabales,,,Fabaceae,Faboideae,native,SNA (2001),new 2015,documented,,,,,2015-06-07,judithofsquamish,https://www.inaturalist.org/observations/9974458,https://static.inaturalist.org/photos/13704677/medium.jpeg?1519446104,,58907,,,,,
Melissa officinalis,L.,,lemon balm,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,exotic,SNA (2019),new 2019,documented,,,,,2019-07-18,benkeen,https://www.inaturalist.org/observations/29096537,https://static.inaturalist.org/photos/45395925/medium.jpeg?1563518752,,59901,,,,,
Mentha arvensis,L.,,corn mint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,native,S5 (2015) ,new 2018,documented,,,,,2018-07-14,judithofsquamish,https://www.inaturalist.org/observations/14398923,https://static.inaturalist.org/photos/21415045/medium.jpeg?1531698132,,58188,,,,,
Mentha canadensis?,L.,,American cornmint,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Lamiaceae,Nepetoideae,native,not in CDC records,new 2019,documented,,,,,2019-08-27,benkeen,https://www.inaturalist.org/observations/31649568,https://static.inaturalist.org/photos/49556283/medium.jpeg?1566959545,,77991,,,,,
Menyanthes trifoliata,L.,,bogbean,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Menyanthaceae,,native,S5 (2000),new 2015,documented,,,,,2015-05-24,judithofsquamish,https://www.inaturalist.org/observations/6017963,https://static.inaturalist.org/photos/7530257/medium.jpeg?1493520638,,78016,,,,,
Micranthes ferruginea,(Graham) Brouillet & Gornall,,russethair saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2015),confirmed,documented,1989-09-24,T. C. Wells ,WTU,WTU: 371325,2017-09-02,judithofsquamish,https://www.inaturalist.org/observations/7762103,https://static.inaturalist.org/photos/10194885/medium.jpeg?1504449663,,78024,,,,,
Micranthes integrifolia,(Hooker) Small ,,wholeleaf saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2001),confirmed,documented,1974-05-15,J. Hett ,UBC,UBC: V157758,2019-04-13,benkeen,https://www.inaturalist.org/observations/22436300,https://static.inaturalist.org/photos/34750961/medium.jpg?1555194948,,78027,,,,,
Micranthes lyallii,(Engl.) Small,,redstem saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2012),reported,undocumented,1951-08-09,W. Cottle,UBC,UBC: V27374,,,,,,357929,,,,,
Micranthes nelsoniana,(D. Don) Small,,heartleaf saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,status depends on which variety,confirmed,documented,1965-07-24,B. Fraser ,UBC,UBC: V195885,2013-08-17,judithofsquamish,https://www.inaturalist.org/observations/7376686,https://static.inaturalist.org/photos/9570307/medium.jpeg?1502037729,,357930,,,,,
Micranthes nelsoniana var. cascadensis ,(D. Don) Small,(Calder & Savile) Gornall & H. Ohba,Cascade saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2000) ,reported,undocumented,1965-08-15,B. Fraser ,UBC,UBC: V194886,,,,,,357961,,,,,
Micranthes porsildiana ,(D. Don) Small,(Calder & Savile) Elven & D.F. Murray,heartleaf saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4S5 (2005,reported,undocumented,1960-08-03,E.B. Peterson ,UBC,UBC: V97788,,,,,herbarium record M. nelsoniana var. porsildiana,772262,,,,,
Micranthes occidentalis ,(S. Watson) Small,,western saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S5 (2000),reported,undocumented,1967-08-19,Vladimir J. Krajina,UBC,UBC: V158359,,,,,,357953,,,,,
Micranthes odontoloma ,(Piper) A. Heller,,brook saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2015),reported,undocumented,1973-08-27,Vladimir J. Krajina ,UBC,UBC: V151752,,,,,,78030,,,,,
Micranthes rufidula ,Small,,rustyhair saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4S5 (2015),reported,undocumented,1942-07-12,Vernon C. Brink,UBC,UBC: V55338,,,,,,357949,,,,,
Micranthes tolmiei,(Torr. & A. Gray) Brouillet & Gornall,,Tolmie's saxifrage,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2015) ,confirmed,documented,1966-08-15,B. Fraser ,UBC,UBC: V194892,2017-09-26,judithofsquamish,https://www.inaturalist.org/observations/8898581,https://static.inaturalist.org/photos/11974165/medium.jpeg?1511380055,,78032,,,,,
Mitella breweri,A. Gray,,Brewer's miterwort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4S5 (2015),confirmed,documented,1979-07-23,B. A. Bohm,UBC,UBC: V164212,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/7270574,https://static.inaturalist.org/photos/9398305/medium.jpeg?1501378462,herbarium record Pectaniana breweri,165475,,,,,
Mitella pentandra,Hook.,,Alpine mitrewort,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2015),confirmed,documented,1962-03-14,B. Fraser,UBC,UBC: V158382,2017-07-02,judithofsquamish,https://www.inaturalist.org/observations/7270574,https://static.inaturalist.org/photos/43128106/medium.jpeg?1561566520,,117307,,,,,
Mitella trifida ,(Graham) Rydb.,,Pacific bishop's-cap,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Saxifragales,,,Saxifragaceae,,native,S4 (2015),reported,undocumented,1916-08-06,W. Taylor ,UBC,UBC: V137883,,,,,,128871,,,,,
Moneses uniflora,(L.) A. Gray,,single delight,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,native,S4 (2015) ,confirmed,documented,1912-07-21,Fred Perry,UBC,UBC: V242458,2016-05-17,judithofsquamish,https://www.inaturalist.org/observations/19534223,https://static.inaturalist.org/photos/30063667/medium.jpeg?1547053322,,60376,,,,,
Monotropa hypopitys,L.,,pinesap,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,native,S3S4 (2001),confirmed,documented,2012-07-25,Erin R. Manton ,UBC,UBC: V238915,2016-06-02,judithofsquamish,https://www.inaturalist.org/observations/6033596,https://static.inaturalist.org/photos/7554233/medium.jpeg?1493611535,,59986,,,,,
Monotropa uniflora,L.,,Indian pipe,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,native,S4 (2015),confirmed,documented,1974-10-21,P.C. Martin,UBC,UBC: V148161,2017-07-09,sea2skynaturebc,http://inaturalist.ca/observations/6980419,https://static.inaturalist.org/photos/8933508/medium.jpg?1499614853,,49477,,,,,
Montia fontana ,L.,,blinks,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,native,S4? (2015),reported,undocumented,1916-04-29,John Davidson,UBC,UBC: V45786,,,,,,58990,,,,,
Montia parvifolia parvifolia,(Moc. ex DC.) Greene,,littleleaf miner's-lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Caryophyllales,,,Montiaceae,,native,S5 (2015) ,confirmed,documented,1974-06-01,Charles E. Biel ,UBC,UBC: V176105,2018-05-06,judithofsquamish,https://www.inaturalist.org/observations/12215192,https://static.inaturalist.org/photos/17550710/medium.jpeg?1525651511,historical record AB534,237322,,,,,
Muscari neglectum ,Guss. ex Ten.,,grape hyacinths,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Asparagales,,,Asparagaceae,,exotic,SNA (2012) ,reported,undocumented,2014-04-12,Frank Lomer,UBC,UBC: V241862,,,,,,68846,,,,,
Mycelis muralis,(L.) Dumort.,,wall lettuce,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Cichorioideae,exotic,SNA (2006),confirmed,documented,1974-07-02,Charles E. Beil,UBC,UBC: V176162,2016-03-19,judithofsquamish,http://www.inaturalist.org/observations/4395516,https://static.inaturalist.org/photos/5276310/medium.jpeg?1476919139,,48543,,,,,
