iNaturalist taxon name,iNaturalist taxon ID,Kingdom,Phylum,Subphylum,Superclass,Class,Subclass,Superorder,Order,Suborder,Superfamily,Family,Subfamily,Tribe,Genus,Species,Taxon name,Origin,Status,Reporting Status,Collected/Reported (y-m-d),Collector/Source,Collection/List,First Observed,Observer,Accession Number,iNaturalist Observation Link,iNaturalist Obs Photo Link,Notes,Critical Notes,Common name
Trimerotropis verruculata,153394,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Orthoptera,Caelifera,Acridoidea,Acrididae,Oedipodinae,Trimerotropini,Trimerotropis,Trimerotropis verruculata,Trimerotropis verruculata,Native,S5 (2012),new 2019,,,SQUAMISH,2019-07-18,benkeen,,https://www.inaturalist.org/observations/29290443,https://static.inaturalist.org/photos/45704739/medium.png?1563759533,,,crackling forest grasshopper
Triphosa haesitata,233010,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Rheumapterini,Triphosa,Triphosa haesitata,Triphosa haesitata,Native,S4S5 (2017) ,confirmed,1936-04-04,unrecorded online,SQUAMISH,2016-03-25,elsemikkelsen,ENT991-103634,https://www.inaturalist.org/observations/7437501,https://static.inaturalist.org/photos/9668955/medium.jpg?1502393735,historical record West Vancouver,,tissue moth
Udea profundalis,335030,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,Udeini,Udea,Udea profundalis,Udea profundalis,Native,SNR (2017),recorded,1934-08-12,unrecorded online,SQUAMISH,,,ENT991-143134,,,historical record West Vancouver,,none
Udea rubigalis,143615,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,Udeini,Udea,Udea rubigalis,Udea rubigalis,Native,SNR (2017) ,new 2019,,,SQUAMISH,2019-05-24,benkeen,,https://www.inaturalist.org/observations/25719045,https://static.inaturalist.org/photos/39867456/medium.jpeg?1558768375,,,celery leaftier moth
Udea washingtonalis,453515,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,Crambidae,Spilomelinae,Udeini,Udea,Udea washingtonalis,Udea washingtonalis,Native,SNR (2017) ,confirmed,1937-06-07,unrecorded online,SQUAMISH,2019-06-04,benkeen,ENT991-143150,https://www.inaturalist.org/observations/26405719,https://static.inaturalist.org/photos/40999210/medium.jpeg?1559682322,historical record West Vancouver,,none
Urocerus albicornis,53249,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,,Urocerus,Urocerus albicornis,Urocerus albicornis,,not in CDC records,recorded,0000-00-00,,SQUAMISH,,,SEM-UBC HYM-12305,,,,,none
Urocerus californicus,358375,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Symphyta,Siricoidea,Siricidae,Siricinae,,Urocerus,Urocerus californicus,Urocerus californicus,,not in CDC records,recorded,0000-00-00,B.A. Hardy,SQUAMISH,,,SEM-UBC HYM-12366,,,,,none
Vanessa annabella,50786,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa annabella,Vanessa annabella,Native,S5 (2013)  ,recorded,1936-10-10,unrecorded online,SQUAMISH,,,ENT991-082429,,,historical record West Vancouver,,west coast lady
Vanessa atalanta,49133,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa atalanta,Vanessa atalanta,Native,S5 (2013) ,recorded,1936-07-17,unrecorded online,SQUAMISH,,,ENT991-082492,,,historical record West Vancouver,,red admiral
Vanessa cardui,48548,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,Nymphalini,Vanessa,Vanessa cardui,Vanessa cardui,Native,S5B (2013),confirmed,1935-09-30,unrecorded online,SQUAMISH,2017-09-24,thuja,ENT991-082395,https://www.inaturalist.org/observations/8076904,https://static.inaturalist.org/photos/10707547/medium.jpeg?1506288587,historical record West Vancouver,,painted lady
Venusia cambrica,233423,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Asthenini,Venusia,Venusia cambrica,Venusia cambrica,Native,S4S5 (2017)  ,new 2014,,,SQUAMISH,2014-07-27,elsemikkelsen,,https://www.inaturalist.org/observations/9214142,https://static.inaturalist.org/photos/12463721/medium.jpg?1513737843,,,Welsh wave moth
Venusia duodecemlineata,344290,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Asthenini,Venusia,Venusia duodecemlineata,Venusia duodecemlineata,Native,SNR (2017),recorded,1936-03-17,unrecorded online,SQUAMISH,,,ENT991-126557,,,historical record AB658West Vancouver,,none
Vespula alascensis,332394,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,Vespula,Vespula alascensis,Vespula alascensis,Native,S5? (2017),recorded,1959-05-08,G.J. Spencer,SQUAMISH,,,SEM-UBC HYM-1308,,,,,none
Vespula consobrina,82328,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,Vespula,Vespula consobrina,Vespula consobrina,Native,S5? (2017),recorded,1937-10-05,unrecorded online,SQUAMISH,,,ENT991-024501,,,historical record West Vancouver,,blackjacket
Vespula pensylvanica,61355,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Vespoidea,Vespidae,Vespinae,,Vespula,Vespula pensylvanica,Vespula pensylvanica,Native,S4S5 (2017) ,confirmed,1959-06-08,G.J. Spencer,SQUAMISH,2018-09-03,benkeen,SEM-UBC HYM-0743,https://www.inaturalist.org/observations/16180467,https://static.inaturalist.org/photos/24264728/medium.png?1536005330,,,western yellowjacket
Visoka cataractae,233583,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Nemouridae,Nemourinae,,Visoka,Visoka cataractae,Visoka cataractae,Native,S4S5 (2017),recorded,1981-06-13,S.G. Cannings,SQUAMISH,,,SEM-UBC PLE-0810,,,,,none
Xanthorhoe decoloraria,233739,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,Xanthorhoe,Xanthorhoe decoloraria,Xanthorhoe decoloraria,Native,S4S5 (2017),new 2019,,,SQUAMISH,2019-08-18,benkeen,,https://www.inaturalist.org/observations/31061185,https://static.inaturalist.org/photos/48575000/medium.jpeg?1566145056,,,red carpet moth
Xanthorhoe defensaria,205881,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,Xanthorhoe,Xanthorhoe defensaria,Xanthorhoe defensaria,Native,S4S5 (2017) ,new 2019,,,SQUAMISH,2017-09-15,elsemikkelsen,,https://www.inaturalist.org/observations/9199630,https://static.inaturalist.org/photos/12454462/medium.jpg?1513673447,,,none
Xanthorhoe labradorensis,81692,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,Xanthorhoe,Xanthorhoe labradorensis,Xanthorhoe labradorensis,Native,S4S5 (2017),new 2019,,,SQUAMISH,2019-06-06,benkeen,,https://www.inaturalist.org/observations/26536137,https://static.inaturalist.org/photos/41213437/medium.jpeg?1559884681,,,Labrador carpet
Xanthorhoe lacustrata,205036,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Geometroidea,Geometridae,Larentiinae,Xanthorhoini,Xanthorhoe,Xanthorhoe lacustrata,Xanthorhoe lacustrata,Native,S3S4 (2017),new 2019,,,SQUAMISH,2019-08-26,benkeen,,https://www.inaturalist.org/observations/31595051,https://static.inaturalist.org/photos/49464024/medium.jpeg?1566885519,,,toothed brown carpet
Xestia smithii,81679,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Noctuini,Xestia,Xestia smithii,Xestia smithii,Native,S4S5 (2017) ,new 2019,,,SQUAMISH,2019-08-12,benkeen,,https://www.inaturalist.org/observations/30734327,https://static.inaturalist.org/photos/48033256/medium.jpeg?1565673022,,,Smith's dart
Xestobium abietis,457205,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Bostrichoidea,Ptinidae,Ernobiinae,,Xestobium,Xestobium abietis,Xestobium abietis,Unknown,SU (2017),recorded,1961-05-18,G.J. Spencer & Chez R. A. Cole,SQUAMISH,,,SEM-UBC COL-28008,,,,,none
Xestoleptura crassipes,361523,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Cerambycoidea,Cerambycidae,Lepturinae,Lepturini,Xestoleptura,Xestoleptura crassipes,Xestoleptura crassipes,Native,S5 (2017),confirmed,1970-07-18,G.G.E. Scudder,SQUAMISH,2019-08-08,benkeen,SEM-UBC COL-07465,https://www.inaturalist.org/observations/30457921,https://static.inaturalist.org/photos/47586838/medium.jpeg?1565314004,,,none
Xylenina,320219,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,,,Xylenina,,n/a,new 2019,,,SQUAMISH,2019-10-22,benkeen,,https://www.inaturalist.org/observations/34769815,https://static.inaturalist.org/photos/54763532/medium.jpeg?1571806395,,,a subtribe of moths
Xylomoia indirecta,452619,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Apameini,Xylomoia,Xylomoia indirecta,Xylomoia indirecta,Native,S4S5 (2017),new 2014,,,SQUAMISH,2014-07-26,elsemikkelsen,,https://www.inaturalist.org/observations/9231652,https://static.inaturalist.org/photos/12493987/medium.jpg?1513935505,,,oblique brocade noth
Yponomeuta cagnagella,319551,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Yponomeutoidea,Yponomeutidae,Yponomeutinae,,Yponomeuta,Yponomeuta cagnagella,Yponomeuta cagnagella,Exotic,SNA (2017),new 2019,,,SQUAMISH,2019-07-21,benkeen,,https://www.inaturalist.org/observations/29227593,https://static.inaturalist.org/photos/45606119/medium.jpeg?1563696552,,,spindle ermine moth
Zale minerea,205300,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Erebinae,Omopterini,Zale,Zale minerea,Zale minerea,Native,S4 (2017) ,new 2019,,,SQUAMISH,2019-05-07,benkeen,,https://www.inaturalist.org/observations/24772570,https://static.inaturalist.org/photos/38311735/medium.jpg?1557297092,,,colorful Zale moth
Zanclognatha jacchusalis,133625,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Herminiinae,,Zanclognatha,Zanclognatha jacchusalis,Zanclognatha jacchusalis,Native,S5 (2017) ,new 2019,,,SQUAMISH,2019-07-18,benkeen,,https://www.inaturalist.org/observations/29108462,https://static.inaturalist.org/photos/45414577/medium.jpeg?1563543599,,,wavy-lined fan-foot
Zapada cinctipes,178556,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Plecoptera,Arctoperlaria,Nemouroidea,Nemouridae,Nemourinae,,Zapada,Zapada cinctipes,Zapada cinctipes,Native,S5 (2017),recorded,1981-04-17,S.G. Cannings,SQUAMISH,,,SEM-UBC PLE-0252,,,,,none
Zicrona caerulea,62980,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hemiptera,Heteroptera,Pentatomoidea,Pentatomidae,Asopinae,,Zicrona,Zicrona caerulea,Zicrona caerulea,,not in CDC records,new 2019,,,SQUAMISH,2019-05-26,citizen1,,https://www.inaturalist.org/observations/26100192,https://static.inaturalist.org/photos/40498542/medium.jpg?1559279235,,,blue shield bug
Zootermopsis angusticollis,121383,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Blattodea,,Blattoidea,Archotermopsidae,,,Zootermopsis,Zootermopsis angusticollis,Zootermopsis angusticollis,,not in CDC records,new 2018,,,SQUAMISH,2018-09-08,benkeen,,https://www.inaturalist.org/observations/16442109,https://static.inaturalist.org/photos/24740319/medium.jpg?1536720516,,,Pacific dampwood termite
Zotheca tranquilla,234019,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,Xylenini,Zotheca,Zotheca tranquilla,Zotheca tranquilla,Native,S4S5 (2017) ,new 2019,,,SQUAMISH,2019-07-01,benkeen,,https://www.inaturalist.org/observations/28007431,https://static.inaturalist.org/photos/43629982/medium.jpeg?1562003172,,,elder moth
Pseudopolydesmus serratus,135253,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Merocheta,Polydesmida,Polydesmidea,Polydesmoidea,Polydesmidae,,,Pseudopolydesmus,Pseudopolydesmus serratus,Pseudopolydesmus serratus,,S4S5 (2017) ,new 2019,,,SQUAMISH,2019-06-01,benkeen,,https://www.inaturalist.org/observations/26216915,https://static.inaturalist.org/photos/40690061/medium.jpeg?1559435181,,,a species of flat-backed millipede
Terebratulina unguicula,448315,Animalia,Brachiopoda,Rhynchonelliformea,,Rhynchonellata,,,Terebratulida,Terebratulidina,Cancellothyroidea,Cancellothyrididae,Cancellothyridinae,,Terebratulina,Terebratulina unguicula,Terebratulina unguicula,,not in CDC records,reported,0000-00-00,,SQUAMISH,,,991-00371-002,,,historical record Horseshoe Bay,,none
Halocynthia aurantium,473652,Animalia,Chordata,Tunicata,,Ascidiacea,,,Stolidobranchia,,,Pyuridae,,,Halocynthia,Halocynthia aurantium,Halocynthia aurantium,,not in CDC records,reported,1965-04-12,,SQUAMISH,,,A-231-00001,,,historical record Horseshoe Bay,,Pacific sea peach
Cottus aleuticus,84353,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Cottidae,,,Cottus,Cottus aleuticus,Cottus aleuticus,Native,S5 (2019) ,new 2017,,,SQUAMISH,2017-03-13,sea2skynaturebc,,https://www.inaturalist.org/observations/9035679,https://static.inaturalist.org/photos/12190417/medium.jpeg?1512342661,,,coastrange sculpin
Engraulis mordax,63770,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Clupeiformes,,,Engraulidae,Engraulinae,,Engraulis,Engraulis mordax,Engraulis mordax,Native,SNR ,new 2018,,,SQUAMISH,2018-05-13,judithofsquamish,,https://www.inaturalist.org/observations/12506391,https://static.inaturalist.org/photos/18054989/medium.jpeg?1526446110,,,northern anchovy
Gasterosteus aculeatus,48403,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Gasterosteiformes,,,Gasterosteidae,,,Gasterosteus,Gasterosteus aculeatus,Gasterosteus aculeatus,Native,S5 (2018) ,new 2018,,,SQUAMISH,2018-08-21,judithofsquamish,,https://www.inaturalist.org/observations/15824222,https://static.inaturalist.org/photos/23655542/medium.jpeg?1535058603,,,three-spined stickleback
Nautichthys oculofasciatus,183019,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hemitripteridae,,,Nautichthys,Nautichthys oculofasciatus,Nautichthys oculofasciatus,Native,SNR  ,new 2018,,,SQUAMISH,2018-06-10,bstarzomski,,https://www.inaturalist.org/observations/13320883,https://static.inaturalist.org/photos/19513450/medium.jpg?1528682437,,,sailfin sculpin
Oncorhynchus clarkii,68075,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,Oncorhynchus clarkii,Oncorhynchus clarkii,Native,S4 (2000),new 2017,,,SQUAMISH,2017-04-25,sea2skynaturebc,,https://www.inaturalist.org/observations/9035721,https://static.inaturalist.org/photos/12190498/medium.jpeg?1512342884,,,cutthroat trout
Oncorhynchus gorbuscha,107570,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,Oncorhynchus gorbuscha,Oncorhynchus gorbuscha,Native,SNR (2019) ,new 2017,,,SQUAMISH,2017-09-13,thuja,,https://www.inaturalist.org/observations/8313505,https://static.inaturalist.org/photos/11038307/medium.jpg?1507487222,,,pink salmon
Oncorhynchus keta,107572,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,Oncorhynchus keta,Oncorhynchus keta,Native,SNR (2019),new 2017,,,SQUAMISH,2017-11-26,carl1986,,https://www.inaturalist.org/observations/9047980,https://static.inaturalist.org/photos/12212188/medium.jpg?1512431283,,,chum salmon
Oncorhynchus kisutch,53692,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,Oncorhynchus kisutch,Oncorhynchus kisutch,Native,S4 (2000),new 2017,,,SQUAMISH,2017-03-12,sea2skynaturebc,,https://www.inaturalist.org/observations/9035666,https://static.inaturalist.org/photos/12190397/medium.jpg?1512342597,,,coho salmon
Oncorhynchus tshawytscha,54191,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Salmoniformes,,,Salmonidae,Salmoninae,,Oncorhynchus,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,Native,S4 ,new 2017,,,SQUAMISH,2017-03-12,sea2skynaturebc,,https://www.inaturalist.org/observations/9035652,https://static.inaturalist.org/photos/12190369/medium.jpeg?1512342506,,,chinook salmon
Ophiodon elongatus,52539,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Scorpaeniformes,,,Hexagrammidae,Ophiodontinae,,Ophiodon,Ophiodon elongatus,Ophiodon elongatus,Native,SNR ,new 2019,,,SQUAMISH,2019-04-06,benkeen,,https://www.inaturalist.org/observations/22101394,https://static.inaturalist.org/photos/34212863/medium.jpg?1554574612,,,lingcod
Ambystoma gracile,26747,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Ambystomatidae,,,Ambystoma,Ambystoma gracile,Ambystoma gracile,Native,S4S5 (2016),new 2017,,,SQUAMISH,2013-04-07,sea2skynaturebc,,http://inaturalist.ca/observations/5612557,https://static.inaturalist.org/photos/6936651/medium.jpg?1491673668,,,northwestern salamander
Anaxyrus boreas,64970,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Bufonidae,,,Anaxyrus,Anaxyrus boreas,Anaxyrus boreas,Native,S4 (2016)   ,new 2017,,,SQUAMISH,2013-04-25,sea2skynaturebc,,http://inaturalist.ca/observations/5969384,https://static.inaturalist.org/photos/7459601/medium.jpg?1493228731,,,western toad
Ensatina eschscholtzii,27250,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Plethodontidae,Plethodontinae,,Ensatina,Ensatina eschscholtzii,Ensatina eschscholtzii,Native,S4 (2016) ,confirmed,1933-09-01,,SQUAMISH,2013-09-16,alicia49,484,https://www.inaturalist.org/observations/8006299,https://static.inaturalist.org/photos/10594577/medium.jpeg?1505883494,historical record Gambier Island,,Ensatina
Lithobates clamitans,65982,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,Lithobates,Lithobates clamitans,Lithobates clamitans,Exotic,SNA (2016),new 2017,,,SQUAMISH,2013-09-29,rainwalker,,https://www.inaturalist.org/observations/8197213,https://static.inaturalist.org/photos/10857564/medium.jpg?1506824148,,,green frog
Plethodon vehiculum,27194,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Plethodontidae,Plethodontinae,,Plethodon,Plethodon vehiculum,Plethodon vehiculum,Native,S4 (2016),new 2017,,,SQUAMISH,2013-08-13,alykry,,https://www.inaturalist.org/observations/7503693,https://static.inaturalist.org/photos/9777233/medium.jpg?1502777111,,,western red-backed salamander
Pseudacris regilla,24259,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Hylidae,Acridinae,,Pseudacris,Pseudacris regilla,Pseudacris regilla,Native,S5 (2016),new 2017,,,SQUAMISH,2013-08-01,sea2skynaturebc,,http://inaturalist.ca/observations/7353614,https://static.inaturalist.org/photos/9532716/medium.jpg?1501892272,,,northern Pacific tree frog
Rana aurora,25545,Animalia,Chordata,Vertebrata,,Amphibia,,,Anura,,,Ranidae,,,Rana,Rana aurora,Rana aurora,Native,S3 (2016)  ,new 2017,,,SQUAMISH,2013-03-31,sea2skynaturebc,,http://inaturalist.ca/observations/5595734,https://static.inaturalist.org/photos/6912265/medium.jpg?1491528090,,,northern red-legged frog
Taricha granulosa,27826,Animalia,Chordata,Vertebrata,,Amphibia,,,Caudata,,,Salamandridae,Pleurodelinae,,Taricha,Taricha granulosa,Taricha granulosa,Native,S4S5 (2016),new 2017,,,SQUAMISH,2013-09-09,alicia49,,https://www.inaturalist.org/observations/7946969,https://static.inaturalist.org/photos/10495898/medium.jpeg?1505581017,,,rough-skinned newt
Acanthis flammea,145300,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,Acanthis,Acanthis flammea,Acanthis flammea,Native,S4 (2015) ,confirmed,,,SQUAMISH,2012-03-15,gwenlh,,https://www.inaturalist.org/observations/8374299,https://static.inaturalist.org/photos/11135316/medium.jpg?1507831690,,,common redpoll
Accipiter cooperii,5112,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Accipiter,Accipiter cooperii,Accipiter cooperii,Native,S5 (2015)  ,confirmed,,,SQUAMISH,2017-01-15,hillanddale,,https://www.inaturalist.org/observations/8639500,https://static.inaturalist.org/photos/11564758/medium.jpg?1509505557,,,Cooper's hawk
Accipiter gentilis,5108,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Accipiter,Accipiter gentilis,Accipiter gentilis,Native,"S4B,S4N (2015) ",confirmed,,,SQUAMISH,2016-01-25,hillanddale,,https://www.inaturalist.org/observations/8500015,https://static.inaturalist.org/photos/11339721/medium.jpeg?1508643224,,,northern goshawk
Accipiter striatus,5097,Animalia,Chordata,Vertebrata,,Aves,,,Accipitriformes,,,Accipitridae,,,Accipiter,Accipiter striatus,Accipiter striatus,Native,"S5B,S5N (2015) ",confirmed,,,SQUAMISH,2017-11-03,carl1986,,https://www.inaturalist.org/observations/9047890,https://static.inaturalist.org/photos/12212077/medium.jpg?1512430651,,,sharp-shinned hawk
Actitis macularius,72458,Animalia,Chordata,Vertebrata,,Aves,,,Charadriiformes,,,Scolopacidae,,,Actitis,Actitis macularius,Actitis macularius,Native,S5B (2015) ,confirmed,,,SQUAMISH,2017-06-09,sea2skynaturebc,,http://inaturalist.ca/observations/6574345,https://static.inaturalist.org/photos/8340945/medium.jpg?1497107333,,,spotted sandpiper
Aechmophorus occidentalis,4235,Animalia,Chordata,Vertebrata,,Aves,,,Podicipediformes,,,Podicipedidae,,,Aechmophorus,Aechmophorus occidentalis,Aechmophorus occidentalis,Native,"S1B,S2N (2015)",confirmed,,,SQUAMISH,2017-10-22,hillanddale,,https://www.inaturalist.org/observations/8510515,https://static.inaturalist.org/photos/11358017/medium.jpeg?1508708226,,,western grebe
