Common name,Taxon name,Date observed,Description,Place name,Latitude,Longitude,Tags,Geoprivacy,Max. depth,Bottom time
sea laurel,Laurencia spectabilis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
succulent seaweed,Sarcodiotheca gaudichaudii,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
cartilage-wing seaweed,Pterochondria woodii,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,abundant,open,82,59
slimy leaf,Schizymenia pacifica,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
kelp-fringing nori,Porphyra gardneri,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
network red seaweed,Polyneura latissima,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
winged rib,Delesseria decipiens,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,abundant,open,82,59
feather-veined red seaweed,Membranoptera platyphylla,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
bull-kelp nori,Porphyra nereocystis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
Japanese tree seaweed,Tokidadendron kurilensis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,abundant,open,82,59
delicately-branched red seaweed,Bonnemaisonia nootkana,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
blue branching seaweed,Gloiocladia laciniata,2006-09-29T11:09:00,tiny,Race Point,49.01167,-123.585,some,open,82,59
margined blue branching seaweed,Fauchea fryeana,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
prickly pear seaweed,Opuntiella californica,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
yellow boring sponge,Cliona californiana,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,abundant,open,82,59
sulphur sponge,Myxilla lacunosa,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
pale orange carpet sponge,Adocia sp.,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
slippery white sponge,Pleraplysilla sp. nov.,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
red velvety sponge 1,Clathria pennata,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,abundant,open,82,59
sponge D,undetermined sponge D,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
sponge M,undetermined sponge M,2006-09-29T11:09:00,"low profile,?",Race Point,49.01167,-123.585,abundant,open,82,59
sponge W,undetermined sponge W,2006-09-29T11:09:00,?,Race Point,49.01167,-123.585,some,open,82,59
short plumose anemone,Metridium senile,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,very many,open,82,59
giant plumose anemone,Metridium farcimen,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,very abundant,open,82,59
painted anemone,Urticina grebelnyi,2006-09-29T11:09:00,equal tan and regular ones,Race Point,49.01167,-123.585,abundant,open,82,59
proliferating anemone,Epiactis prolifera,2006-09-29T11:09:00,"pink and white, on rock and tubeworm tubes",Race Point,49.01167,-123.585,very abundant,open,82,59
orange cup coral,Balanophyllia elegans,2006-09-29T11:09:00,only up on plateau,Race Point,49.01167,-123.585,some,open,82,59
encrusting hydrocoral,Stylantheca papillosa,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,very many,open,82,59
ostrich-plume hydroid,Aglaophenia spp.,2006-09-29T11:09:00,"small, short tight colonies",Race Point,49.01167,-123.585,abundant,open,82,59
glassy plume hydroid,Plumularia setacea,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,very many,open,82,59
delicate plume hydroid,Plumularia sp.,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
orange hydroid,Garveia annulata,2006-09-29T11:09:00,"small, very short, un-robust colonies",Race Point,49.01167,-123.585,many,open,82,59
bushy pink-mouth hydroid,Pinauay crocea,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,very many,open,82,59
spider web hydroid,Orthopyxis sp.,2006-09-29T11:09:00,on red algae,Race Point,49.01167,-123.585,abundant,open,82,59
water jellies,Aequorea spp.,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
red-trumpet calcareous tubeworm,Serpula columbiana,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
dwarf calcareous worm,Pileolaria spp.,2006-09-29T11:09:00,at edge of wall just before plateau,Race Point,49.01167,-123.585,abundant,open,82,59
fringed filament-worm,Dodecaceria fewkesi,2006-09-29T11:09:00,on plateau,Race Point,49.01167,-123.585,abundant,open,82,59
Vancouver feather-duster,Eudistylia vancouveri,2006-09-29T11:09:00,"on wall, short small clusters but very wide spread over whole wall",Race Point,49.01167,-123.585,very abundant,open,82,59
split-branch feather-duster,Schizobranchia insignis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
kelp-encrusting bryozoan,Membranipora serrilamella,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,very many,open,82,59
leaf crust bryozoan,Dendrobeania lichenoides,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
white tuft bryozoans,Crisia spp.,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
southern staghorn bryozoan,Diaperoforma californica,2006-09-29T11:09:00,in creases and crevices only,Race Point,49.01167,-123.585,some,open,82,59
lined chiton,Tonicella lineata,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
northern hairy chiton,Mopalia kennerlyi,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
smooth mopalia,Mopalia vespertina,2006-09-29T11:09:00,some huge,Race Point,49.01167,-123.585,very many,open,82,59
giant Pacific chiton,Cryptochiton stelleri,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
Pacific blue mussel,Mytilus trossulus,2006-09-29T11:09:00,on some Pterogophora stipes,Race Point,49.01167,-123.585,many,open,82,59
giant rock scallop,Crassadoma gigantea,2006-09-29T11:09:00,mostly small,Race Point,49.01167,-123.585,abundant,open,82,59
green false-jingle,Pododesmus macrochisma,2006-09-29T11:09:00,on wall,Race Point,49.01167,-123.585,very many,open,82,59
rock entodesma,Entodesma navicula,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
rough keyhole limpet,Diodora aspera,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
channelled dogwinkle,Nucella canaliculata,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,abundant,open,82,59
leafy hornmouth,Ceratostoma foliatum,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
lurid rocksnail,Ocinebrina lurida,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
blue topsnail,Calliostoma ligatum,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
noble sea lemon,Doris nobilis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
Monterey sea lemon,Doris montereyensis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
Cockerell's nudibranch,Limacia cockerelli,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,1,open,82,59
opalescent nudibranch,Hermissenda crassicornis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,2,open,82,59
three-lined nudibranch,Flabellina trilineata,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,3,open,82,59
pygmy rock crab,Cancer oregonensis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
sharpnose crab,Scyra acutifrons,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,very many,open,82,59
Bering hermit,Pagurus beringanus,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,abundant,open,82,59
giant acorn barnacle,Balanus nubilus,2006-09-29T11:09:00,"on wall, almost all as colonies",Race Point,49.01167,-123.585,very abundant,open,82,59
purple star or ochre star,Pisaster ochraceus,2006-09-29T11:09:00,"relatively deep, on wall and plateau",Race Point,49.01167,-123.585,very many,open,82,59
mottled star,Evasterias troschelii,2006-09-29T11:09:00,"very large, orange",Race Point,49.01167,-123.585,some,open,82,59
rainbow star,Orthasterias koehleri,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
leather star,Dermasterias imbricata,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,very many,open,82,59
blood star,Henricia leviuscula leviuscula,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
sunflower star,Pycnopodia helianthoides,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
morning sun star,Solaster dawsoni,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,1,open,82,59
daisy brittle star,Ophiopholis aculeata,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
red sea urchin,Mesocentrotus franciscanus,2006-09-29T11:09:00,on plateau,Race Point,49.01167,-123.585,many,open,82,59
green sea urchin,Strongylocentrotus droebachiensis,2006-09-29T11:09:00,mostly on wall and large,Race Point,49.01167,-123.585,abundant,open,82,59
red sea cucumber,Cucumaria miniata,2006-09-29T11:09:00,on wall,Race Point,49.01167,-123.585,some,open,82,59
stiff-footed sea cucumber,Eupentacta quinquesemita,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
creeping pedal sea cucumber,Psolus chitonoides,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
transparent tunicate,Corella willmeriana,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
broadbase tunicate,Cnemidocarpa finmarkiensis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,some,open,82,59
lobed compound tunicate,Cystodytes lobatus,2006-09-29T11:09:00,? yellowish,Race Point,49.01167,-123.585,very many,open,82,59
red ascidian,Aplidium solidum,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
blackeye goby,Rhinogobiops nicholsii,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,1,open,82,59
striped seaperch,Embiotoca lateralis,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,very many,open,82,59
pile perch,Damalichthys vacca,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
shiner perch,Cymatogaster aggregata,2006-09-29T11:09:00,schools,Race Point,49.01167,-123.585,few,open,82,59
kelp perch,Brachyistius frenatus,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,many,open,82,59
copper rockfish,Sebastes caurinus,2006-09-29T11:09:00,"mostly juvs, no yoy",Race Point,49.01167,-123.585,some,open,82,59
quillback rockfish,Sebastes maliger,2006-09-29T11:09:00,"mostly adults, no yoy",Race Point,49.01167,-123.585,some,open,82,59
kelp greenling,Hexagrammos decagrammus,2006-09-29T11:09:00,"very nicely coloured, large , interactive",Race Point,49.01167,-123.585,some,open,82,59
lingcod,Ophiodon elongatus,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
painted greenling,Oxylebius pictus,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,2,open,82,59
scalyhead sculpin,Artedius harringtoni,2006-09-29T11:09:00,some spectacular red ones,Race Point,49.01167,-123.585,very many,open,82,59
longfin sculpin,Jordania zonope,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,few,open,82,59
cabezon,Scorpaenichthys marmoratus,2006-09-29T11:09:00,,Race Point,49.01167,-123.585,1,open,82,59
grunt sculpin,Rhamphocottus richardsonii,2006-09-29T11:09:00,juv,Race Point,49.01167,-123.585,1,open,82,59
sea lettuces,Ulva spp. / U. lactuca,2006-11-11T09:01:00,on upper reef edge,Dionisio Reef,49.015,-123.57833,abundant,open,78,57
winged kelp,Alaria marginata,2006-11-11T09:01:00,tattered,Dionisio Reef,49.015,-123.57833,very many,open,78,57
wireweed,Sargassum muticum,2006-11-11T09:01:00,new growth,Dionisio Reef,49.015,-123.57833,some,open,78,57
bull kelp,Nereocystis luetkeana,2006-11-11T09:01:00,"bed still lush, making reef obvious",Dionisio Reef,49.015,-123.57833,very many,open,78,57
filamentous red algae,filamentous red algae,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
crustose corallines,Clathromorphum etc.,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,very many,open,78,57
leaf coral seaweed,"Bossiella spp., Calliarthron spp.",2006-11-11T09:01:00,very short,Dionisio Reef,49.015,-123.57833,some,open,78,57
bladed red algae,undetermined bladed red algae,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
Callophyllis-like dulse,Palmaria callophylloides,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
hidden-ribbed red seaweed,Cryptopleura lobulifera,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
bull-kelp nori,Porphyra nereocystis,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
prickly pear seaweed,Opuntiella californica,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
tennis ball sponge,Craniella villosa,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,2,open,78,57
yellow boring sponge,Cliona californiana,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
gnarled finger sponge,Reniera sp. nov.,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,2,open,78,57
pale orange carpet sponge,Adocia sp.,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
rough scallop sponge,Myxilla incrustans,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
smooth scallop sponge,Mycale adhaerens,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
giant plumose anemone,Metridium farcimen,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,very many,open,78,57
painted anemone,Urticina grebelnyi,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
tube-dwelling anemone,Pachycerianthus fimbriatus,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
orange zoanthid,Epizoanthus scotinus,2006-11-11T09:01:00,patches,Dionisio Reef,49.015,-123.57833,few,open,78,57
orange cup coral,Balanophyllia elegans,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,abundant,open,78,57
orange sea pen,Ptilosarcus gurneyi,2006-11-11T09:01:00,"few even in rock crevices, all sizes",Dionisio Reef,49.015,-123.57833,some,open,78,57
coarse sea fir hydroids,Abietinaria spp.,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
delicate plume hydroid,Plumularia sp.,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
moon jelly,Aurelia labiata,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
red-trumpet calcareous tubeworm,Serpula columbiana,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
slime-tube feather-duster,Myxicola infundibulum,2006-11-11T09:01:00,crevice full,Dionisio Reef,49.015,-123.57833,1,open,78,57
orange encrusting bryozoan,Schizoporella japonicus,2006-11-11T09:01:00,?,Dionisio Reef,49.015,-123.57833,some,open,78,57
white tuft bryozoans,Crisia spp.,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
southern staghorn bryozoan,Diaperoforma californica,2006-11-11T09:01:00,pale and low,Dionisio Reef,49.015,-123.57833,some,open,78,57
lined chiton,Tonicella lineata,2006-11-11T09:01:00,mostly blue,Dionisio Reef,49.015,-123.57833,very many,open,78,57
white-line chiton,Tonicella insignis,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,2,open,78,57
woody chiton,Mopalia lignosa,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,2,open,78,57
Swan's mopalia,Mopalia swanii,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,1,open,78,57
spiny pink scallop,Chlamys hastata,2006-11-11T09:01:00,small,Dionisio Reef,49.015,-123.57833,very many,open,78,57
giant rock scallop,Crassadoma gigantea,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
Kennerley's venus,Humilaria kennerleyi,2006-11-11T09:01:00,pairs of shells,Dionisio Reef,49.015,-123.57833,few,open,78,57
rock entodesma,Entodesma navicula,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,1,open,78,57
whitecap limpet,Acmaea mitra,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
northern abalone,Haliotis kamtschatkana,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,1,open,78,57
wrinkled dogwinkle,Nucella lamellosa,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
leafy hornmouth,Ceratostoma foliatum,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
lurid rocksnail,Ocinebrina lurida,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,3,open,78,57
sandpaper trophon,Scabrotrophon maltzani,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,1,open,78,57
blue topsnail,Calliostoma ligatum,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
noble sea lemon,Doris nobilis,2006-11-11T09:01:00,yellow orange,Dionisio Reef,49.015,-123.57833,few,open,78,57
Monterey sea lemon,Doris montereyensis,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
white nudibranch,Doris odhneri,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,1,open,78,57
yellow-rimmed nudibranch,Cadlina luteomarginata,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
Hudson's dorid,Acanthodoris hudsoni,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,2,open,78,57
Nanaimo nudibranch,Acanthodoris nanaimoensis,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,2,open,78,57
giant nudibranch,Dendronotus iris,2006-11-11T09:01:00,tickled it to swim,Dionisio Reef,49.015,-123.57833,1,open,78,57
red flabellina,Flabellina triophina,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,1,open,78,57
Kincaid's shrimp,Heptacarpus kincaidi,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
coonstripe shrimp,Pandalus danae,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
graceful kelp crab,Pugettia gracilis,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,1,open,78,57
sharpnose crab,Scyra acutifrons,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
rhinoceros crab,Rhinolithodes wosnessenskii,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,1,open,78,57
Bering hermit,Pagurus beringanus,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
widehand hermit,Elassochirus tenuimanus,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,1,open,78,57
giant acorn barnacle,Balanus nubilus,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
giant pink star,Pisaster brevispinus,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
rainbow star,Orthasterias koehleri,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
leather star,Dermasterias imbricata,2006-11-11T09:01:00,large,Dionisio Reef,49.015,-123.57833,some,open,78,57
vermilion star,Mediaster aequalis,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
slime star,Pteraster tesselatus,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,2,open,78,57
sunflower star,Pycnopodia helianthoides,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
rose star,Crossaster papposus,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
morning sun star,Solaster dawsoni,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,2,open,78,57
striped sun star,Solaster stimpsoni,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,3,open,78,57
daisy brittle star,Ophiopholis aculeata,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
gray brittle star,Ophiura luetkenii,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,very many,open,78,57
feather star,Florometra serratissima,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
red sea urchin,Mesocentrotus franciscanus,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,very many,open,78,57
green sea urchin,Strongylocentrotus droebachiensis,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,few,open,78,57
giant sea cucumber,Apostichopus californicus,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
red sea cucumber,Cucumaria miniata,2006-11-11T09:01:00,,Dionisio Reef,49.015,-123.57833,some,open,78,57
